source,target,Weight
南太桥(东风东路),南屏街东口,1
南太桥(东风东路),塘子巷,1
南太桥(东风东路),尚义巷口(东风东路),3
南太桥(东风东路),潘家湾(西昌路),1
南太桥(东风东路),艺术剧院,1
南太桥(青年路),小花园(青年路),3
南太桥(青年路),得胜桥(青年路),6
南太桥(青年路),财盛巷口(人民中路),1
南屏街东口,东风广场(北京路),1
南屏街东口,南太桥(东风东路),2
南屏街东口,南太桥(青年路),1
南屏街东口,得胜桥(青年路),1
南屏街西口,艺术剧院,3
南工作区,地勤楼站,1
南苑,云检培训中心,4
南苑,杨家地(日新中路),4
南苑,正和小区,1
南苑,邬小村(日新中路),1
南诏苑(福景路),大观楼南园,1
南诏苑(福景路),马家堆,3
南部汽车站,昆明火车站,1
博创,六万,1
博大路口(万青路),万溪冲村,1
博大路口(万青路),学苑路口,1
博大路口(兴园路),学苑路口(兴园路),1
博大路口(雨花路),高新大道,1
博欣路东口,大学城地铁站D口,1
博欣路东口,大梨园,1
博欣路口(渔博路),高新大道,1
博欣路口(渔翔路),渔博路口(元宝路),1
博欣路西口,华光路口(博欣路),1
卢家营,东陆桥(西华北路),1
卢家营,大观路口(近华浦路),3
卢家营,航运码头,1
印城家苑小区,东原启城,1
厂口乡政府,厂口街,1
厂口乡政府,厂啊公路岔口,1
厂口街,青龙水库,1
厂啊公路岔口,庄子,1
厂阿公路岔口,厂口乡政府,1
双凤路北口,日新村中段,2
双凤路口(广福路),前兴路口(广福路),1
双凤路口(广福路),华晨路口(广福路),2
双凤路口(广福路),广福路口(巫家坝路),1
双凤路口(广福路),海边沟,4
双凤路口(锦城路),陈家庄,2
双拥,干海子,1
双拥站,干海子,1
双拥站,招呼站,1
双村东,金湖路口(逸华路),1
双桥村,佳湖花园(日新东路),1
双桥村,宝海路口(日新路),1
双桥村,昆明会展中心(国贸路),1
双桥村,昆明会展中心(春城路),6
双桥村,银苑小区(日新路),4
双福路口,官渡广场(国贸路),1
双福路口(国贸路),官渡广场(国贸路),2
双福路口(国贸路),宝海路口(国贸路),1
双福路口(国贸路),昆明会展中心(国贸路),3
双龙乡,双龙农贸市场,1
双龙乡政府,大凹子村东,1
双龙农贸市场,双龙乡政府,1
双龙商场,北京路口环城南路,1
双龙商场,南坝路,1
双龙商场,双龙桥,7
双龙商场,昆明站(永平路),2
双龙桥,东寺街南口,1
双龙桥,北京路口(环城南路),1
双龙桥,华昌路口(环城南路),4
双龙桥,双龙商场,1
双龙桥,巡津街,1
双龙桥,西岳庙(海埂路),2
双龙桥,西岳庙(西昌路),1
叠春苑,岚春苑,1
古城,旧寨村南,1
古滇博物馆,古滇温泉,3
古滇博物馆,古滇温泉(招呼站),1
古滇博物馆,马鞍山北,1
古滇温泉,马鞍山北,4
古滇温泉(招呼站),马鞍山北,1
古滇路口(金桂街),斗南3号站,1
右营村,红云小区,1
右营村,红康路,2
叶家村西,逸雅路,1
司家营(北京路),昆十中(北京路),5
司家营(北京路),羊肠村(北京路),1
司家营中段,司家营街,1
司家营地铁站,北京路口(司家营街),1
司家营地铁站,昆十中(北京路),1
司家营地铁站(求实街),招呼站,1
司家营街,司家营地铁站,1
司家营街,司家营街中段,1
司家营街中段,通源路口(司家营街),1
司家营街口(严家山路),昆曲岔口,1
吉祥中路口(金源大道),吉祥西路口(金源大道),1
吉祥中路口(金源大道),太平寺,3
吉祥西路口(金源大道),吉祥中路口(金源大道),3
吉祥西路口(金源大道),广福路口(金源大道),1
吉祥路,傲春苑南门,1
同仁路南段,昆明同仁医院(同仁路),1
名宅东辰苑(雨龙路),东三环路口(昌宏路),2
名宅东辰苑(雨龙路),土桥村(关雨路),1
名宅东辰苑(雨龙路),土桥村(雨龙路),5
名宅东辰苑(雨龙路),晓东村北,2
名宅东辰苑(雨龙路),雨龙村(彩云北路),1
后勤楼1号楼,怡园步行街,1
后所农贸市场,后所,1
后所村(珥季路),中营(珥季路),1
后所村(珥季路),季官村(珥季路),1
后所村口,后所农贸市场,1
后新街口(巡津街),后新街,1
后沟河桥,昌宏西路罗衙立交,1
向化村(双凤路),万德新村,2
向阳路中段,云景路口(拓翔路),1
向阳路口(宏锡路),向阳路中段,1
向阳路口(林溪路),云景路口(林溪路),1
向阳路口(林溪路),林溪路口(云景路),1
君安路,福居路口(安和路),1
君安路口(昆洛路),子泰路口(昆洛路),1
吴井新村(吴井路),民航路口(环城南路),1
吴井桥(环城南路),双龙商场,1
吴井桥(环城南路),和平新村,2
吴井桥(环城南路),市第三人民医院,1
吴井桥(环城南路),春城路,1
吴井桥(环城南路),民航路口(环城南路),4
吴井路,市第三人民医院,1
吴井路,民航路口(吴井路),1
吴井路口(民航路),东站(环城东路),1
吴井路口(民航路),五里多村,4
吴井路口(民航路),官渡广场(民航路),1
吴井路口(民航路),民航路,3
吴井路口(民航路),民航路口(吴井路),1
吴家营(景明北路),吴家营地铁站(景明北路),1
吴家营(景明北路),宜和路地铁站,1
吴家营(景明北路),景明北路口(祥园街),1
吴家营(景明北路),聚贤街口(景明南路),1
吴家营地铁站(景明北路),聚贤街,1
吾悦广场,呈黄立交桥北,1
呈祥街,朝云街口(春融西路),2
呈荣大道口,东盟森林小区,1
呈贡,兴呈路口,5
呈贡,呈贡广场,4
呈贡,梅子村口,1
呈贡三中,王家营西站,1
呈贡三岔口,七步场,2
呈贡三岔口,三岔口村(兴呈路),1
呈贡三岔口,下可乐村口(兴呈路),4
呈贡东门坡,呈黄立交桥北,1
呈贡东门坡,斗南地铁站(彩云北路),1
呈贡体训基地东,学海路北段,1
呈贡体训基地西,祥丰街口(三太线),1
呈贡工业园,嘉华食品厂,1
呈贡广场,兴呈路口,1
呈贡广场,呈贡,4
呈贡广场,呈贡龙街,5
呈贡广场,富康路口,5
呈贡管委会,头甸村,1
呈贡龙街,呈贡广场,6
呈贡龙街,石碑村(兴呈路),6
呈黄立交桥北,众和佳苑,2
呈黄立交桥北,呈贡东门坡,1
呈黄立交桥北,斗南地铁站(彩云北路),1
呈黄立交桥北,洛龙公园(彩云北路),1
周家村,中北集团,1
周家村,湖畔之梦小区,1
周家村,省高院南口,1
呼马山(东三环),东三环路口(金瓦路),2
呼马山(东三环),长地埂村(东三环),3
呼马山(招呼站),东三环(长地埂村),1
和平新村,吴井新村(吴井路),1
和平新村,大东新村(白塔路),2
和平新村,尚义巷口(东风东路),1
和平新村,拓东体育馆(东风东路),1
和平新村,春城路,1
和平村,农贸市场,1
和平村(北京路),北京路口(环城南路),2
和平村(北京路),双龙商场,1
和平村(北京路),塘子巷,3
和平村(北京路),环城南路口(北京路),2
和甸营村,关景路口(雨龙路),5
和甸营村,土桥村(雨龙路),8
和谐世纪,小康大道,1
咏春苑,傲春苑,1
咏春苑,惜春苑,1
哈马者村,野生动物拯救中心,1
商博街口(昆洛路),跑马山岔路口(昆洛路),1
商城大道,子君村(广福路),4
商城大道,新螺蛳湾二区,1
商城大道,新螺蛳湾公交枢纽站,1
商城大道,新螺蛳湾公交枢纽站(商博街),1
商城大道,新螺蛳湾公交枢纽站(怡安路),1
商城大道,螺蛳湾二期(商城大道),1
商城大道,螺蛳湾公交枢纽站(彩云北路),1
商城大道,螺蛳湾公交枢纽站(怡安路),4
商城大道,螺蛳湾商贸城东,2
商城大道路口(云福路),螺蛳湾公交枢纽站(彩云北路),1
商城大道路口(商启街),螺蛳湾公交枢纽站(怡安路),1
商城大道路口(商海路),螺蛳湾公交枢纽站(怡安路),1
商城大道路口(昆洛路),广福路口(昆洛路),1
商汇路,商汇路口(前兴路),2
商汇路,商汇路口(希望路),1
商汇路,希望路,2
商汇路口(前兴路),前兴路公交枢纽站,8
商汇路口(前兴路),前兴路口(广福路),3
商汇路口(前兴路),大庄村(前兴路),1
商汇路口(希望路),前程路口(希望路),1
商英街,商城大道路口(商启街),1
商英街口(商海路),商城大道路口(商海路),1
商院路口,科开路口,1
商院路口,科开路口(科高路),1
商院路口(海屯路),金川路口,1
商院路口(海屯路),金川路口(海屯路),2
商院路口(海屯路),龙院新村,1
商院路口(海源北路),丽阳星城小区(海源北路),4
商院路口(海源北路),傲云峰小区(海源北路),1
商院路口(科高路),商院路口(海源北路),1
善书院(碧潭街),晴岚院(碧潭街),1
善书院(碧潭街),泰安路口(新北路),2
善书院(碧潭街),白龙潭淏园3号门,1
嘉华食品厂,呈贡管委会,1
回回营(春融西路),七步场,1
回回营(春融西路),三铝路口(谊康北路),5
回回营(春融西路),上可乐村口(驼峰街),1
回回营东,驼峰街口(彩云南路),1
回龙村,竹园村,1
回龙村(环湖东路),宝丰湿地公园,1
回龙村(环湖东路),海东湿地公园,2
团山后所,假日城市小区(昌源中路),1
团山后所,假日城市小区(滇缅大道),1
团山后所,科光路口(昌源中路),3
团山后所,科锦路,1
团结乡,小厂村,1
团结镇和平村,小厂村,1
团结镇政府,小村果园,1
团结镇白族园,豹子菁,1
团结镇镇政府,三岔口,1
园博路,世博园,1
园博路,白龙路口(东三环),1
园博路,穿金路口(北辰大道),3
园宝村(云南白药街),云南白药街,2
园宝村(云南白药街),大渔公园,1
园宝村(雨花路),大梨园,1
园宝村(雨花路),雨花路,1
园山南路,百花路口(招呼站),1
园艺农场,官渡监狱,1
园艺场,第五戒毒所,1
园艺场(新320国道),乾海子(新320国道),1
园艺场(新320国道),沙沟村东(新320国道),1
园艺场(新320国道),长水航城小区西,1
园西路口(北门街),一二一大街,1
园西路口(北门街),一二一大街(莲花池),1
园西路口(北门街),莲花池正街,1
国家粮食四库,黄龙山饲料厂,1
国贸路口(宝海路),关南路口(日新路),1
国贸路口(宝海路),双福路口(国贸路),1
国防路,如安街口(五一路),1
国防路,弥勒寺(西坝路),1
国防路,昆都南门,1
国防路,艺术剧院,1
国防路,靖国路口,1
国际花园(海源北路),科发路口(海源北路),3
国际花园(海源北路),科新路口(海源北路),1
国际花园(海源北路),科高路口(科发路),2
圆通北路,油管桥,1
圆通山,青年路,4
圆通山,鼓楼路,5
圆通街,云南大学(青云街),2
圆通街,圆通山,2
圆通街,穿心鼓楼(穿金路),3
圆通街口(北门街),丁字坡,3
土堆村,大观路口(近华浦路),1
土堆村,相益巷口(昆州路),1
土桥村(关雨路),关景路,1
土桥村(雨龙路),名宅东辰苑(雨龙路),5
土桥村(雨龙路),和甸营村,5
土桥村(雨龙路),彩云北路口(昌宏路),3
地勤楼站,长水航城小区(新320国道),1
地台寺,建设路,2
地台寺,理工大学西门(建设路),2
地铁前站,南工作区,1
地铁机场前站,长水航城小区(新320国道),1
地铁站C口,彩云南路口(春融街),1
塔密地铁站,商英街,1
塔山路口(生物谷街),尚德街口(生物谷街),1
塔山路口(生物谷街),梁峰路口(生物谷街),1
塔山路口(马澄路),高新大道路口(马澄路),1
塔山路口(高登街),尚德街口(生物谷街),1
塔山路口(高登街),灯盏花街口(尚德街),2
塘子巷,东风广场(北京路),3
塘子巷,和平村(北京路),3
塘子巷(北京路),和平村(北京路),2
塘子巷(拓东路),和平新村,1
塘子巷(拓东路),拓东路中段,1
墨雨,大墨雨,1
大东新村(白塔路),席子营(环城东路),1
大东新村(白塔路),昆明市实验中学,1
大东新村(白塔路),理工大学新迎校区,1
大东新村(白塔路),白塔路口(白龙路),2
大冲村(拓翔路),公家村(昆石公路),4
大冲村(拓翔路),凌源路口(拓翔路),2
大冲村(林溪路),云湾路口(春漫大道),1
大冲村(林溪路),晨光路口(拓翔路),1
大冲村(林溪路),秋景路口(林溪路),1
大凹子村东,大凹子村西,1
大凹子村西,东大村,1
大哨村,新发村,1
大坝村,天泽园小区,1
大坝村,平桥村(广福路),1
大坝村,渔堆村,4
大坝村,边防路口(滇池路),6
大塘子,小屯,3
大塘路口(小屯路),中坝路口(小屯路),1
大塘路口(沙河路),沙河路口(海屯路),1
大塘路口(沙河路),王筇路口(沙河路),1
大塘路口(科普路),海屯路口(科新路),2
大墨雨,小墨雨,1
大学城南地铁站C口,雨花公交枢纽站,1
大学城地铁站A口,下庄村(月华街),1
大学城地铁站A口,颐明园,1
大学城地铁站D口,云南开放大学,1
大学城地铁站a口,云南白药街,1
大庄村(前兴路),前卫营(前兴路),3
大庄村(前兴路),前旺路,1
大庄村(前兴路),商汇路,1
大庄村(前兴路),商汇路口(前兴路),2
大新册村,新册公交枢纽站,2
大新册村,新册公交枢纽站(景明北路),1
大新册村,景明北路口(祥和街),1
大普吉村,普吉,2
大普吉村(同心路),普吉小学,1
大普吉村(普吉路),普吉,4
大普吉村(普吉路),水节箐新村,1
大松子园村,招呼站,1
大板桥公交车场,大板桥镇,3
大板桥公交车场,官渡监狱,1
大板桥地铁站,阿依村(西冲段),1
大板桥工业园,工业园西,1
大板桥工业园(新320国道),红沙坡(新320国道),2
大板桥明应寺,大板桥镇,2
大板桥明应寺,电杆厂,6
大板桥镇,大板桥公交车场,1
大板桥镇,大板桥工业园(新320国道),1
大板桥镇,大板桥明应寺,6
大树营,大树营中营,1
大树营,昆三中(春融东路),1
大树营中营,曙光路口(东风东路),1
大树营地铁站,曙光路口(东风东路),6
大树营地铁站,金马立交桥(东风东路),1
大梨园,博大路口(雨花路),1
大梨园,园宝村(雨花路),1
大梨园,大学城南地铁站C口,1
大梨园,高新大道,1
大梨园路口(小梨园路),龙湖路口(小梨园路),2
大梨园路口(春漫大道),春漫大道,1
大梨园路口(石龙路),小新册村口,1
大梨园路口(石龙路),王家营(石龙路),1
大河口,王家庄(环湖东路),2
大河果园,团结镇白族园,1
大河街,新村,1
大洛羊,东盟森林北区,1
大海晏(环湖东路),小河口村(古滇路),1
大海晏(环湖东路),罗家村,2
大渔乡(渔浦路),七星路口(渔浦路),1
大渔公园,园宝村(云南白药街),1
大渔公园,太平关东,2
大渔公园,渔舟路,1
大渔公园,长风路口(渔博路),1
大渔村(古滇路),大渔村北(古滇路),2
大渔村北(古滇路),大渔乡(渔浦路),1
大渔村北(古滇路),渔浦路口(古滇路),1
大渔路口(碧鸡路),兴苑路口,1
大渔路口(碧鸡路),小渔村(碧鸡路),1
大渔路口(碧鸡路),苏家村,1
大渔路口(碧鸡路),苏家村(碧鸡路),1
大渔路地铁站,昆明电缆厂生活区,1
大渔路地铁站,马街(春雨路),1
大渔路地铁站(春雨路),马街(春雨路),3
大渔路地铁站(春雨路),马街南路口(马街中路),1
大漾田公交首末站,普惠园(玉峰路),1
大漾田公交首末站,陈家营路口(玉峰路),3
大石坝,小石坝,1
大石坝,普照村,1
大石坝,普照村(贵昆路),2
大石坝,阿拉办事处,1
大石坝村,大石坝西,1
大石坝西,长村,1
大箐,金水湾,1
大罗家营村,小罗家营村,1
大羊甫西,昆洛路口(云秀路),1
大自然集团,招呼站,1
大营村,文兴路口(魁星街),1
大街村(昆洛路),小板桥(珥季路),1
大观商业城,篆塘,2
大观桥,明波建材灯具市场,1
大观楼(大观路),大观路口(近华浦路),1
大观楼(大观路),昆五中,3
大观楼南园,五家堆村,3
大观楼南园,加州枫景小区,1
大观楼车场,昆五中,1
大观路口(近华浦路),大观楼(大观路),1
大观路口(近华浦路),大观楼车场,1
大观路口(近华浦路),白马,5
大观路口(近华浦路),西园路口(丹霞路),1
大赵家村(金湖路),苏家地(金湖路),2
大都购物中心,子君村(彩云北路),1
大都购物中心(彩云北路),六谷村(彩云北路),4
大都购物中心(彩云北路),巫家坝车场,1
大都购物中心(彩云北路),珥季路中段,1
大都购物中心(彩云北路),织布营,8
大都购物中心(彩云北路),菊花村,1
大都购物中心(彩云北路),螺蛳湾公交枢纽站(彩云北路),1
大都购物中心(彩云北路),迎春苑,1
大都购物中心(珥季路),小板桥(珥季路),1
大都购物中心(珥季路),珥季路中段,1
大高坡村,三瓦村,1
大麦塘村,大普吉村(普吉路),1
天宇澜山小区(北京路),瓦窑村北口,2
天文台(金马路),羊方凹,1
天文台(金马路),金马路东段,3
天泽园小区,边防路口(西福路),1
太家河,广福路口(前卫西路),1
太家河,昆明同仁医院(广福路),3
太家河,湖畔之梦小区,2
太平关,松花铺,1
太平关东,太平关,1
太平关东,渔浦路口,2
太平寺,吉祥中路口(金源大道),1
太平寺,茗春苑,3
太平村,太平村东,1
太平村(虹桥路),虹桥立交桥东,1
太河村(前卫西路),海宏路口(前卫西路),1
太河村(前卫西路),海雅路口(海宏路),1
太河村(前卫西路),青青小镇(前卫西路),1
头甸村,七甸乡政府,1
头甸村,七甸乡政府(福昆线),1
女子戒毒所,机场工作区南门,1
如安街口(五一路),胜利广场,1
如安街口(五一路),龙井街口(五一路),1
如意公园,如意西路口(珥季路),1
如意西路口(珥季路),世纪大澡堂,3
如意西路口(珥季路),珥季路中段,1
威远街,正义路步行街,1
威远街口(护国路),东风广场(北京路),1
威远街口(护国路),南太桥(青年路),2
威远街口(护国路),威远街,1
子君村,螺蛳湾二期(商城大道),1
子君村(广福路),广福立交北,3
子君村(广福路),广福路口(商海路),2
子君村(广福路),拓翔路口(春漫大道),1
子君村(广福路),新亚洲体育城,2
子君村(广福路),新亚洲体育城(广福路),1
子君村(彩云北路),云秀路口(彩云北路),9
子君村(彩云北路),体育中心,1
子君村(彩云北路),大都购物中心(彩云北路),2
子君村(彩云北路),广福立交北,6
子君村(彩云北路),新螺蛳湾国际商贸城二期,1
子君村东,广福路口(商海路),2
子君花园小区,广居路南段,1
子君路1号站,子君路2号站,1
子君路2号站,子泰路口(子君路),1
子君路口(广和路),子君村(彩云北路),1
子君路口(广和路),安和路口(广和路),1
子泰路口,君安路,1
子泰路口(子君路),子君村(彩云北路),1
子泰路口(广居路),子君花园小区,1
子泰路口(广居路),广居路口(子泰路),2
子泰路口(广居路),广居路口(广和路),1
子泰路口(昆洛路),广和路口(昆洛路),1
孙家地,金兰路,1
季宏路口(古渡口路),广福路口(星耀路),1
季宏路口(古渡口路),普自村,1
季官村(珥季路),后所村(珥季路),1
季官村(珥季路),宝象河(广福路),1
季官路,官渡古镇(广福路),1
学府路口(教场中路),教场西路口,1
学府路口(教场中路),理工大学北门(学府路),1
学府路口(虹山东路),景秀庄园小区(虹山东路),1
学海路北段,中医学院西门,1
学苑路口,梁王路口(万青路),1
学苑路口(万青路),博大路口(万青路),1
学苑路口(万青路),梁王路口(万青路),1
学苑路口(兴园路),兴园路口(云南白药街),1
宁远路口(梁王路),理工大学恬园,1
安全新村,人民新村,1
安全新村,景秀庄园小区(虹山东路),1
安全新村,虹山南路,1
安和路口(广和路),子君路口(广和路),1
安和路口(广和路),广居路口(子泰路)(源益便利店),1
安康路,刘家营(安康路),1
安康路,工人新村(西昌路),2
安康路,西坝路口(环城西路),1
安康路口,东陆桥(西园路),1
安康路口,刘家营(安康路),1
安康路口,西坝路口(西园路),1
安房集团,读书铺,1
宋旗小区(前旺路),前旺路,1
宏德街口(望江路),前程路口(望江路),1
官南立交桥(二环南路),昆明站南广场,1
官南立交桥(二环南路),金兰路口(前卫西路),1
官南立交桥(二环南路),马洒营(二环南路),1
官南立交桥南口,福昌路口(官南大道),1
官南路口(广福路),五甲河(广福路),1
官南路口(广福路),华晨路口(广福路),1
官南路口(广福路),双凤路口(广福路),3
官南路口(广福路),希望路,1
官庄村(前卫西路),二村(前卫西路),4
官渡区医院,巫家坝车场,1
官渡区医院,巫家坝车场(雨龙路),7
官渡区医院,彩云北路口,1
官渡区医院,彩云北路口(关通路),1
官渡区政府,官渡古镇(广福路),2
官渡区政府,宝矣路口,1
官渡区政府,宝象河东路口(季宏路),1
官渡区政府,新宝象河桥,2
官渡区政府,秀河路,1
官渡古镇,世纪城(广福路),1
官渡古镇(云秀路),官渡街道办事处,1
官渡古镇(广福路),世纪城(广福路),2
官渡古镇(广福路),世纪大澡堂,1
官渡古镇(广福路),云秀路口(广福路),4
官渡古镇(广福路),宝象河(广福路),7
官渡古镇(广福路),新宝象河桥,1
官渡古镇(广福路),昆明站(永平路),1
官渡古镇(广福路),普自村,1
官渡广场(国贸路),关上(日新路),3
官渡广场(国贸路),关上(民航路),1
官渡广场(国贸路),双福路口(国贸路),4
官渡广场(国贸路),昆明会展中心(国贸路),1
官渡广场(民航路),关上(日新路),5
官渡广场(民航路),关上(民航路),2
官渡广场(民航路),关兴路口(民航路),2
官渡广场(民航路),吴井路口(民航路),1
官渡广场(民航路),巫家坝车场,1
官渡监狱,园艺场,1
官渡监狱,开发区路口,1
官渡街道办事处,六谷村(云秀路),1
宜和路地铁站,白龙潭浣园1号门,3
宝丰湿地公园,昌宏西路口(环湖东路),3
宝泽路,龙辉路,2
宝泽路口(顺通大道),高楼房村,1
宝海公园(宝海路),关兴路中段,1
宝海路口(国贸路),昆明会展中心(国贸路),1
宝海路口(日新路),关南路口(日新路),4
宝海路口(日新路),国贸路口(宝海路),1
宝海路口(日新路),银苑小区,1
宝海路口(日新路),银苑小区(日新路),2
宝珠街口(春融东路),祥园街口(春融东路),1
宝珠街口(春融东路),锦绣大街口(春融东路),1
宝珠街口(景明北路),吴家营(景明北路),1
宝矣路口,中营东,1
宝矣路口,官渡区政府,2
宝象河(广福路),世纪城(广福路),8
宝象河(广福路),官渡古镇(广福路),5
宝象河(珥季路),季官村(珥季路),1
宝象河(珥季路),樱花语小区(季宏路),1
宝象河东路口(季宏路),季宏路口(古渡口路),1
宝象河昌宏西路,后沟河桥,1
实力郡城(小康大道),小康大道路口(沣源路),3
实力郡城(小康大道),银河星辰花园(小康大道),6
家乐福,威远街口(护国路),1
富康路口,春融西路口(石龙路),2
富康路口,洛龙公园(祥和街),2
富康路口,洛龙公园西,1
富春街口,胜利广场,1
富春街口(人民中路),小西门(人民西路),2
富春街口(人民中路),胜利广场,3
小厂村,和平村,1
小厂村,茨勾,1
小厂村,茨沟,1
小古城,小古城西口,1
小古城西口,小新村(自卫村),1
小哨箐,七甸工业园区(阳春大道),1
小团山(滇缅大道),昭宗路口(滇缅大道),5
小团山(滇缅大道),滇缅大道西段,2
小坝,小坝立交桥,1
小坝(白云路),颐园小区(白云路),2
小坝(穿金路),小坝立交桥,7
小坝(穿金路),穿金路口(白云路),1
小坝立交桥,小坝(穿金路),1
小坝立交桥,昆十一中,8
小墨雨,十八培训站,1
小墨雨,过磅房岔口,1
小屯,黄土坡立交桥北口,3
小屯立交桥西口,交通学校,1
小屯立交桥西口,新光巷口(科高路),1
小屯立交桥西口,普吉路南口,1
小屯路口,沙河路口(王筇路),1
小屯路口(陈家营路),西北部公交枢纽站(小屯路),2
小康大道,北仓村,1
小康大道路口(沣源路),幸福家园小区,5
小康大道路口(沣源路),蒜村(青松路),1
小康大道路口(沣源路),青松路口(沣源路),1
小康路口(福保路),张家庙村,3
小新册村,小新册村口,1
小新册村,新册公交枢纽站,1
小新册村,白龙潭紫岫苑,1
小新册村(石龙路),石龙路口(大梨园路),1
小新册村口,小新册村,2
小新册村口,石龙路口(大梨园路),1
小新册村口(石龙路),大梨园路口(石龙路),1
小新村(自卫村),斗南地铁站(彩云北路),2
小新村(自卫村),殷家村,1
小新村(自卫村),照西村,3
小新村(自卫村),螺蛳湾公交枢纽站(彩云北路),4
小新村西,螺蛳湾仓储区东,1
小普路口(云大西路),竹园新村南,1
小普路口(云大西路),羊甫村,6
小普路口(经浦路),云麻路口(经浦路),1
小村,滑草场,1
小村果园,小村,1
小松子园村,招呼站,1
小板桥,六谷村(彩云北路),1
小板桥(珥季路),六谷村(彩云北路),2
小板桥(珥季路),大都购物中心(彩云北路),1
小板桥(珥季路),红外路西口,1
小河口村(古滇路),大渔村(古滇路),2
小河埂,明波建材灯具市场,1
小河埂,西三环路口(碧鸡路),1
小河埂(海源南路),新发小区(海源南路),1
小河埂(碧鸡路),新发小区(海源南路),1
小河埂(碧鸡路),西三环路口(碧鸡路),2
小河埂(碧鸡路),鸿运小区,1
小洛羊东,小洛羊西,1
小洛羊社区(物畅街),大洛羊社区,1
小洛羊西,碓臼村南,1
小渔村(碧鸡路),省汽修一厂,1
小王家营(昆洛路),麻莪村(昆洛路),1
小王家营村,东盟森林北区,1
小王家营村,斗南地铁站(彩云北路),1
小石坝,大石坝,2
小石坝,干海子,1
小石坝下段,公家村口,1
小石坝下段,小石坝中段,1
小石坝中段,小石坝下段,1
小石坝中段,阿拉办事处,1
小石坝收费站,七彩云南,1
小绿水河(华山南路),华山东路口(螺峰街),3
小罗家营村,王官村,1
小花园(青年路),青年路,4
小菜园,下马村(龙泉路),4
小菜园,小菜园立交桥,2
小菜园,小菜园立交桥西,1
小菜园,江岸小区,2
小菜园,莲花宾馆,1
小菜园立交桥,北市区车场,1
小菜园立交桥,小菜园,6
小菜园立交桥,小菜园立交桥东,1
小菜园立交桥,师范大学,1
小菜园立交桥,莲花宾馆,3
小菜园立交桥,鼓楼路,2
小菜园立交桥,鼓楼路1,1
小菜园立交桥5,鼓楼路,1
小菜园立交桥东,油管桥,1
小菜园立交桥西,一二一大街,1
小营村口,大营村,1
小营社区,新丰路口(马澄路),1
小街(宏德街),望江路口(宏德街),1
小街(官南大道),时代风华小区(官南大道),4
小街(官南大道),银海森林小区,1
小街(官南大道),银海森林小区(日新路),3
小街(官南大道),锦苑花园,1
小西门(东风西路),小西门(人民西路),2
小西门(东风西路),百汇商场,3
小西门(东风西路),眠山车场,1
小西门(东风西路),艺术剧院,5
小西门(人民西路),富春街口(人民中路),2
小西门(人民西路),小西门(东风西路),3
小西门(人民西路),潘家湾(人民西路),4
小西门(人民西路),潘家湾(人民西路)1,1
小西门(人民西路),潘家湾(西昌路),3
小西门(人民西路),翠湖南路,1
小西门远郊车场,昆阳客运站,1
小高坡村,大高坡村,1
小麦溪,蓝龙潭,4
尚义巷口(东风东路),东风广场(北京路),2
尚义巷口(东风东路),南太桥(东风东路),1
尚义巷口(东风东路),拓东体育馆(东风东路),3
尚德街口(生物谷街),化古城村(尚德街),2
尚德街口(生物谷街),塔山路口(生物谷街),1
山水驾校,海子新村,1
岔街,岔街(拓东路),1
岔街(拓东路),东站(东郊路),1
岔街(拓东路),市博物馆,2
岔街(拓东路),董家湾(环城东路),2
岗头村,昆烟二部,6
岗头村,高教巷口(龙泉路),2
岚春苑,玉春苑3号门,1
嶺东紫郡,洛阳黄土坡招呼站,1
巡津街,北京路口(环城南路),1
巡津街,南坝路,2
巡津街,双龙商场,1
巡津街,双龙桥,1
巡津街,得胜桥(青年路),3
巡津街,金马坊,1
工业园西,大板桥公交车场,2
工人新村(安康路),安康路,2
工人新村(西昌路),华昌路口(环城南路),1
工人新村(西昌路),双龙桥,1
工人新村(西昌路),国防路,1
工人新村(西昌路),弥勒寺(西昌路),5
工人新村(西昌路),西岳庙(海埂路),2
左卫村(兴业街),林塘社区,1
左所村,左所村口,1
左所村口,中卫村,1
巫家坝,日新小区(春城路),1
巫家坝车场,关景路,1
巫家坝车场,关通路口(雨龙路),1
巫家坝车场,官渡广场(民航路),1
巫家坝车场(雨龙路),关景路口(雨龙路),4
巫家坝车场(雨龙路),巫家坝车场,1
巴士家园,教场北路,1
巴士家园,教场北路口,3
市体育馆(环城西路),棕树营,1
市体育馆(环城西路),茭菱路口(环城西路),4
市体育馆(环城西路),黄土坡车场,1
市博物馆,岔街(拓东路),2
市博物馆,拓东路中段,4
市委(春融东路),政务服务中心(锦绣大街),7
市委(春融东路),新区会堂(春融街),1
市委(春融东路),昆三中(春融街),2
市委(春融东路),锦绣大街口(春融东路),1
市委(朝云街),宜和路地铁站,2
市委(朝云街),市政府(和谐路),1
市委(朝云街),市政府(朝云街),1
市委(朝云街),锦绣大街口(景明北路),2
市委党校(学苑路),学苑路口(万青路),1
市委党校(金瓦路),东三环路口(金瓦路),5
市委党校(金瓦路),白沙河,4
市委党校(金瓦路),金瓦路口(东三环),1
市委花园,得胜桥(青年路),1
市总工会,书林街南口,3
市政府,二号楼(和谐路),1
市政府(和谐路),新区会堂(春融街),7
市政府(和谐路),滇池星城小区,1
市政府(朝云街),市委(春融东路),2
市政府(朝云街),市委(朝云街),4
