source,target,Weight
市政府(朝云街),春融街地铁站C口,2
市第三人民医院,吴井桥(环城南路),1
市第三人民医院,吴井路,1
市第二人民医院,茨坝新村,2
市第二人民医院,蓝龙潭车场,1
市第二人民医院,龙泉路口(沣源路),1
师大金源学校,世纪城(如意环路),1
师大金源学校,叠春苑,1
师大附属官渡中学,俊福花园小区,1
师范大学,一二一大街,5
师范大学,一二一大街(莲花池),2
师范大学,西站,2
希望小学,小墨雨,1
希望路,华晨路口(广福路),1
希望路,华都小区(华晨路),1
希望路,商汇路,1
希望路口(前程路),前程路,1
席子营(新兴路),新兴路中段,1
席子营(环城东路),席子营社区,1
席子营(环城东路),环城北路,2
席子营(环城东路),理工大学新迎校区,2
席子营(环城东路),穿金路中段,1
席子营(穿金路),席子营(环城东路),1
席子营(穿金路),席子营社区,2
席子营(穿金路),理工大学新迎校区,1
席子营社区,环城北路,1
席子营社区,穿心鼓楼(穿金路),1
席子营社区,穿金路中段,3
席子营社区,穿金路口(联盟路),2
干休所,农业大学,3
干沟尾(碧鸡路),车家壁,1
干沟路口,春雨路南段,1
干沟路口,普坪村,2
干海子,双拥站,1
干海子,小石坝,2
平和花园小区,环湖东路口(金湖路),1
平桥村,平桥村(西福路),1
平桥村,郑家河村,2
平桥村(广福路),华苑路口(昆州路),1
平桥村(广福路),广福路口(滇池路),2
平桥村(广福路),昆州路口(华苑路),1
平桥村(广福路),昆明市地方海事局(西三环),1
平桥村(广福路),草海隧道西口,1
平桥村(西福路),加州枫景小区,1
幸福家园小区,北京路口,1
幸福家园小区,北京路口(沣源路),4
幸福家园小区,实力郡城(小康大道),2
幸福家园小区,小康大道路口(沣源路),1
幸福邻里小区,羊方凹,1
广南村(阳春大道),小哨箐,1
广和路口(昆洛路),大街村(昆洛路),1
广宁路口(西园路),西华园(西福路),1
广居路,子泰路口(广居路),3
广居路南段,子君村东,2
广居路口,子君路1号站,1
广居路口(子泰路),子泰路口,1
广居路口(子泰路),昆洛路口(君安路),1
广居路口(子泰路),玉缘路地铁站,1
广居路口(子泰路)(源益便利店),广居路口(子泰路),1
广居路口(广和路),安和路口(广和路),1
广福立交北,体育中心,1
广福立交北,子君村,1
广福立交北,子君村(广福路),2
广福立交北,子君村(彩云北路),5
广福立交北,螺蛳湾二期车场,2
广福立交北,螺蛳湾二期车场西,2
广福路口,螺蛳湾二期(彩云北路),1
广福路口(云秀路),官渡古镇(云秀路),1
广福路口(前兴路),商汇路口(前兴路),8
广福路口(前兴路),大庄村(前兴路),1
广福路口(前卫西路),太河村(前卫西路),2
广福路口(双凤路),双凤路口(锦城路),2
广福路口(双凤路),向化村(双凤路),1
广福路口(商海路),商英街口(商海路),1
广福路口(商海路),螺蛳湾三期(商城大道),3
广福路口(安和路),螺蛳湾二期车场,1
广福路口(官南大道),时代风华小区,1
广福路口(官南大道),时代风华小区(官南大道),2
广福路口(官南大道),锦苑花园,1
广福路口(巫家坝路),上五甲村(巫家坝路),2
广福路口(昆洛路),君安路口(昆洛路),1
广福路口(昌宏西路),昌宏西路中段,1
广福路口(星耀路),星耀路,2
广福路口(滇池路),正和小区,3
广福路口(滇池路),渔堆村,6
广福路口(滇池路),金牛小区,1
广福路口(红塔东路),广福路口(前兴路),1
广福路口(红塔东路),昆明同仁医院(广福路),1
广福路口(红塔东路),滇池卫城(红塔东路),1
广福路口(金湖路),逸雅路口(金湖路),1
广福路口(金源大道),五甲河(广福路),1
广福路口(金源大道),吉祥西路口(金源大道),3
广福路口(金源大道),师大金源学校,1
广福路口(陆家路),湖畔之梦小区,2
庄子,青龙水库,1
庄子村口,小营村口,1
庄子社区,庄子村口,1
府甬道,云南大学(翠湖北路),2
府甬道,建设路,1
府甬道,省图书馆,1
府甬道,西站,1
康明路口(陈家营路),金川路口(陈家营路),1
康明路口(陈家营路),陈家营路口(金川路),1
康盛电器城,新亚洲体育城,1
延安医院(人民东路),东华小区,3
延安医院(人民东路),大东新村(白塔路),1
延安医院(人民东路),白塔路口(人民东路),1
延安医院(环城东路),东华小区,2
延安医院(环城东路),东站(环城东路),1
延安医院(环城东路),理工大学新迎校区,2
延安医院(环城东路),白龙路,3
延安医院(环城东路),董家湾(环城东路),3
延安医院(环城东路),铂金大道,1
建工三村,太平村,2
建工楼,后勤楼1号楼,1
建设路,地台寺,1
建设路,师范大学,4
建设路,府甬道,1
建设路,环城西路口(茭菱路),1
建设路,百汇商场,7
开发区路口,大板桥镇,1
张官营,万华路,3
张官营南口,张官营,2
张家坡南(新320国道),云瑞路口(云水路),1
张家坡南(新320国道),滇中智能制造产业园,1
张家坡村西口,竹凤路西口,1
张家庙村,官南路口(广福路),1
张家庙村,广福路口(官南大道),1
张家庙村,陈家庄,1
张家庙西,叶家村西,1
张家村,下窑,1
张家村(兴苑路),下窑,3
张家村(兴苑路),兴苑路,2
张家村(兴苑路),梁源三区,2
张家村(兴苑路),海源中路,1
张家村(昆州路),上锦路,2
张家村(昆州路),华苑路,1
张家村(昆州路),昌源南路,1
张家村(昆州路),海源南路口(昆州路),1
张家村(昌源南路),张家村(昆州路),1
张家村(昌源南路),昌源南路,3
张峰村东(昌源南路),秋苑二期,1
张峰村南,张峰村东(昌源南路),1
张溪营,望朔村,1
张溪营南,小洛羊东,1
弥勒寺,西昌路(新闻路),1
弥勒寺(西坝路),永乐路口(西坝路),2
弥勒寺(西昌路),工人新村(安康路),2
弥勒寺(西昌路),工人新村(西昌路),4
弥勒寺(西昌路),新闻路口(西昌路),5
弥勒寺(西昌路),篆塘,2
弥勒寺(西昌路),西昌路口(新闻路),1
弥勒寺(金碧路),靖国路口,2
归十路口,盛惠园小区,1
归十路口(1号路),虹桥立交桥东,1
彩云北路口,关上(彩云北路),1
彩云北路口(云秀路),云秀路,2
彩云北路口(关通路),三公里,1
彩云北路口(凉亭中路),三公里,1
彩云北路口(广和路),子君路口(广和路),1
彩云北路口(归十西路),凉亭(金马路),1
彩云北路口(归十西路),菊华立交桥东口,1
彩云北路口(昌宏路),名宅东辰苑(雨龙路),2
彩云北路口(昌宏路),雨龙村(昆洛路),1
彩云北路口(昌宏路),鸣泉村(昌宏路),2
彩云北路口(贵昆路),朱家村(彩云北路),2
彩云北路口(贵昆路),朱家村(贵昆路),1
彩云北路口(雨龙路),菊华立交桥东口,1
彩云北路口(雨龙路),雨龙路,1
彩云南路口,春融东路,1
彩云南路口,春融东路(师大西门),1
彩云南路口(三铝公路),春融东路口(祥丰路),1
彩云南路口(三铝公路),祥园街口(春融东路),1
彩云南路口(三铝公路),联大街地铁站(彩云南路),1
彩云南路口(三铝公路),驼峰街口(彩云南路),2
彩云南路口(春融街),市政府,1
彩云南路口(春融街),市政府(朝云街),1
彩云南路口(春融街),新区会堂(春融街),6
彩云南路口(春融街),春融街口(和谐路),1
彩云南路口(春融街),春融街口(谊康北路),1
彩云南路口(春融街),春融街地铁站B口,2
彩云南路口(春融街),谊康北路,1
彩云南路口(景明南路),万青路口(景明南路),1
彩云南路口(景明南路),仕林街(云岭路),1
彩云南路口(景明南路),大学城地铁站A口,2
彩云南路口(景明南路),大学城地铁站a口,1
彩云南路口(景明南路),景明南路口(学勤路),1
彩云南路口(朝云街),地铁站C口,1
彩云南路口(朝云街),市政府(朝云街),3
彩云南路口(朝云街),春融街口(谊康北路),1
彩云南路口(朝云街),春融街地铁站C口,2
得胜桥(青年路),南太桥(东风东路),1
得胜桥(青年路),南太桥(青年路),3
得胜桥(青年路),塘子巷(拓东路),1
得胜桥(青年路),巡津街,4
得胜桥(青年路),艺术剧院,1
得胜桥(青年路),金马坊,3
德缘小区(兴苑路),张家村(兴苑路),3
德缘小区(兴苑路),昌源南路,1
德邦快递普洛斯物流园,远泽物流园(阿里巴巴),1
志强路口(白云路),万华路口(白云路),2
志强路口(白云路),北京路口(白云路),1
志强路口(白云路),白云路口,1
志强路口(白云路),白云路口(北京路),3
怡园步行街,红土会堂,1
怡康新村,杨家路口(金广路),2
怡康新村,金兰路,1
怡康新村,高朱村,1
怡景路,红塔西路口(怡景路),1
恒园,憬园篮球场,1
悦航酒店,招呼站,1
悦航酒店,空港航食站,1
惜春苑,探春苑,1
惜春苑,迎春苑,1
惜春苑,雅春苑,1
惠通街口(祥和街),春融东路口(祥和街),1
慧谷路口(海屯路),龙院新村,3
憬园篮球场,恬园,1
拓东体育馆(东风东路),东站(环城东路),1
拓东体育馆(东风东路),尚义巷口(东风东路),2
拓东体育馆(东风东路),延安医院(环城东路),1
拓东体育馆(东风东路),董家湾(东风东路),1
拓东体育馆(东风东路),董家湾(环城东路),1
拓东路,得胜桥(青年路),1
拓东路,拓东路中段,1
拓东路,金马坊,2
拓东路中段,后新街口(巡津街),1
拓东路中段,塘子巷,1
拓东路中段,市博物馆,2
拓东路中段,拓东路,2
拓翔路中段,云景路口(拓翔路),2
拓翔路中段,凌源路口(拓翔路),5
拓翔路口(昆石路),大冲村(拓翔路),1
拓翔路口(春漫大道),云霞路口(拓翔路),1
拓翔路口(春漫大道),林溪路口(春漫大道),1
招呼站,乾海子(新320国道),1
招呼站,典赤路口,1
招呼站,刘家营(三铝公路),1
招呼站,大松子园村,1
招呼站,大海晏(环湖东路),2
招呼站,小松子园村,1
招呼站,小王家营村,1
招呼站,工业园西,1
招呼站,招呼站(田苑生态餐厅),1
招呼站,招呼站(鑫平汽修),1
招呼站,昆明学院博文楼,1
招呼站,昆明瀑布公园,1
招呼站,松茂村,1
招呼站,江东花城,4
招呼站,河底村,1
招呼站,白水塘上村,1
招呼站,芙蓉苑,1
招呼站,西北部公交枢纽站,1
招呼站,过磅房,1
招呼站,金马村,1
招呼站,铂金大道,1
招呼站,长水航城小区(新320国道),1
招呼站,长水航城小区西,1
招呼站,长水航城木藤苑,1
招呼站,阿依村,1
招呼站,马街(春雨路),1
招呼站(田苑生态餐厅),大普吉村,1
招呼站(鑫平汽修),招呼站,1
拥金路口(河宏路),前兴路公交枢纽站,3
拥金路口(河宏路),河宏路口(前福路),2
捞鱼河公园,大河口,2
捞鱼河公园,捞鱼河公园(西),1
捞鱼河公园,斗南地铁站(彩云北路),1
捞鱼河公园,滇池会展中心(环湖东路),1
捞鱼河公园,罗家村,1
捞鱼河公园(西),罗家村(西),1
探春苑,如意公园,1
政务服务中心,吴家营(景明北路),1
政务服务中心(锦绣大街),二号楼(和谐路),7
教兴路南段,下马村(教场北路),1
教兴路口(核桃箐路),核桃箐路,1
教场中路,教场中路口(教场北路),1
教场中路,教场北路口,3
教场中路口(教场北路),教场北路西段,2
教场中路口(教场西路),学府路口(教场中路),1
教场北路,下马村(教场北路),1
教场北路,巴士家园,5
教场北路口,北教场立交桥,1
教场北路口,巴士家园,3
教场北路口,教场中路口(教场北路),1
教场北路口,教场北路西段,1
教场北路西段,泉林雅居小区西,1
教场北路西段,泰龙阁小区,1
教场北路西段,泰龙阁小区车场,1
教场北路西段,观音寺,1
教场西路口,教场中路,4
教场路口(学府路),教场西路口,1
教场路口(学府路),教益路口(教场东路),2
教场路口(学府路),理工大学北门(学府路),4
教益路口(教场东路),白云路口(教场东路),5
敬老院(金浑路),哈马者村,1
文兴路88号,生物谷街口(新丰路),1
文兴路口(魁星街),文兴路88号,1
文兴路口(魁星街),梁峰路口(魁星街),1
文博路口,招呼站,1
文博路口,金马村,1
文庙(人民中路),富春街口(人民中路),2
文庙(华山西路),小绿水河(华山南路),2
文庙(华山西路),青云街,2
文延路口(文博路),阿依村口,1
斗南(瑞香西街),斗南路口(兴呈路),1
斗南(金桂街),斗南村(金桂街),1
斗南1号站,斗南村(鲜花大道),1
斗南2号站,斗南1号站,1
斗南3号站,斗南2号站,1
斗南地铁站(彩云北路),呈贡东门坡,1
斗南地铁站(彩云北路),呈贡广场,1
斗南地铁站(彩云北路),小新村(自卫村),5
斗南地铁站(彩云北路),斗南路口,1
斗南地铁站(彩云北路),斗南路口(兴呈路),2
斗南地铁站(彩云北路),殷家村,1
斗南地铁站(彩云北路),螺蛳湾公交枢纽站(彩云北路),5
斗南村(金桂街),回龙村(环湖东路),1
斗南村(鲜花大道),斗南(瑞香西街),1
斗南村(鲜花大道),练朋尾村,1
斗南花市东,兴呈路口(鲜花大道),1
斗南花市东,斗南路口(兴呈路),1
斗南街口(环湖东路),回龙村(环湖东路),2
斗南路口,北门街口(兴呈路),2
斗南路口(兴呈路),东盟森林小区(呈荣大道),1
斗南路口(兴呈路),众和佳苑,1
斗南路口(兴呈路),北门街口(兴呈路),2
斗南路口(兴呈路),呈贡广场,1
斗南路口(兴呈路),小王家营(昆洛路),1
斗南路口(兴呈路),招呼站,1
斗南路口(兴呈路),斗南地铁站(彩云北路),2
新丰路口(马澄路),梁峰路口(马澄路),1
新二村,陶李村,1
新亚洲体育城,普自村,3
新亚洲体育城,螺蛳湾二期车场,3
新亚洲体育城(广福路),官渡古镇(广福路),1
新光巷口(科高路),小屯立交桥西口,1
新光巷口(科高路),高新区管委会(科高路),2
新兴路,新兴路口(新迎北路),2
新兴路,白云路东段,1
新兴路,穿金路口(白云路),4
新兴路中段,新兴路,1
新兴路口(新迎北路),新兴路,4
新兴路口(新迎北路),新迎北路口,2
新册公交枢纽站,小新册村,1
新册公交枢纽站,白龙潭紫岫苑,1
新册公交枢纽站(景明北路),大新册村,1
新册公交枢纽站(景明北路),景明北路北段,1
新农村,牛街庄,3
新区会堂(春融街),世纪城(广福路),1
新区会堂(春融街),大都购物中心(彩云北路),1
新区会堂(春融街),彩云南路口(春融街),3
新区会堂(春融街),昆三中(春融东路),2
新区会堂(春融街),昆三中(春融街),5
新区会堂(春融街),春融街口(春融东路),1
新区会堂(春融街),湖畔之梦小区,1
新区会堂(春融街),螺蛳湾公交枢纽站(彩云北路),1
新区会堂(春融街),雨花公交枢纽站,1
新区会堂(春融街),雨花公交枢纽站(大学城地铁站),1
新发小区,兴苑路口,1
新发小区(海源南路),丽苑路西段,1
新发小区(海源南路),兴苑路口(海源南路),1
新发小区(海源南路),小河埂(碧鸡路),1
新型建筑材料厂,普吉,1
新宝象河桥,云秀路口(广福路),1
新宝象河桥,官渡区政府,1
新宝象河桥,广福路口(云秀路),1
新工人文化宫,延安医院(环城东路),1
新工人文化宫,昆明市实验中学,1
新工人文化宫,理工大学新迎校区,1
新工人文化宫,白塔路口(人民东路),1
新广丰食品批发市场,云大西路,1
新村,中谊村,1
新村,乌龙村口(环湖东路),1
新村,俪景路口(联大街),1
新村,滇池星城小区(海湖路),1
新河村,海埂大坝车场,2
新河村口,新河村,2
新螺蛳湾二区,子君村(广福路),1
新螺蛳湾公交枢纽站(商博街),织布营,1
新螺蛳湾公交枢纽站(车场),永胜路,1
新螺蛳湾国际商贸城二期,商城大道,1
新迎北路口,新兴路口(新迎北路),3
新迎北路口,新迎路,1
新迎北路口,石闸立交桥(白龙路),1
新迎路,人民东路口(新迎路),1
新迎路,石闸立交桥(白龙路),2
新迎路口(人民东路),东华小区,4
新迎路口(人民东路),王大桥,3
新迎路口(白龙路),新兴路口(新迎北路),1
新迎路口(白龙路),新迎北路口,3
新迎路口(白龙路),白龙路,3
新迎路口(白龙路),白龙路(理工大学新迎区),1
新迎路口(白龙路),石闸立交桥(白龙路),5
新闻路,新闻路口(环城西路),3
新闻路,新闻路口(西昌路),1
新闻路,环城西路口(新闻路),2
新闻路,环西桥(环城西路),1
新闻路,西昌路口(新闻路),1
新闻路(东行),西昌路口(新闻路),1
新闻路(西行),新闻路(东行),1
新闻路口(环城西路),920医院,1
新闻路口(环城西路),新闻路,1
新闻路口(环城西路),环西桥(环城西路),1
新闻路口(环城西路),西坝路口(环城西路),3
新闻路口(西园路),东陆桥(西华北路),1
新闻路口(西园路),东陆桥(西园路),2
新闻路口(西园路),丹霞路口(西园路),1
新闻路口(西昌路),五华区保健医院,1
新闻路口(西昌路),篆塘,4
新闻路口(西昌路),篆塘(大观路),3
新闻路西口,东陆桥(西华北路),2
新龙路中段,芳林街中段,1
新龙路口(龙溪路),新龙路中段,1
日新东路口(希望路),绿荫大道路口(希望路),1
日新小区(春城路),日新村(春城路),1
日新工业区,日新村中段,1
日新村(春城路),双桥村,1
日新村(福德路),日新路口(福德路),3
日新村中段,日新村(福德路),3
日新路口(润城第二大道),前兴路口(前旺路),1
日新路口(润城第二大道),前卫营(前兴路),3
日新路口(福德路),双桥村,2
日新路口(福德路),银海森林小区(日新路),1
旧寨村,旧寨村北,1
旧寨村北,爬齿山,1
旧寨村南,旧寨村,1
旧村,水海子,1
旭照路口(春漫大道),经开区管委会(春漫大道),1
时代年华小区(年华街),官庄村(前卫西路),1
时代年华小区(年华街),春晓花园小区,1
时代年华小区(年华街),高朱村,1
时代风华小区,小街(官南大道),1
时代风华小区(官南大道),官南路口(广福路),4
时代风华小区(官南大道),小街(官南大道),4
昆三中(春融东路),市委(春融东路),8
昆三中(春融东路),市委(朝云街),1
昆三中(春融街),大新册村,1
昆三中(春融街),大梨园路口(春漫大道),1
昆三中(春融街),新区会堂(春融街),2
昆三中(春融街),景明北路口(宝珠街),1
昆三中(春融街),景明北路口(春融街),4
昆五中,东陆桥(西华北路),1
昆五中,丹霞路口(西园路),1
昆五中,九二〇医院,1
昆五中,大观楼车场,5
昆五中,新闻路口(西园路),1
昆医附二院,春晖小区,5
昆医附二院,西站,1
昆医附二院,西站2,1
昆医附二院,麻园(滇缅大道),2
昆十一中,北辰大道路口(穿金路),7
昆十一中,小坝立交桥,1
昆十一中,穿金路口(北辰大道),1
昆十中(北京路),司家营(北京路),2
昆十中(北京路),沣源路口(北京路),6
昆富路,班庄村口,2
昆富路,黑林铺,2
昆富路,黑林铺(滇缅大道),2
昆岭路口,红外路东口,1
昆岭路口(云大西路),云大西路,3
昆岭路口(云大西路),红外路东口,2
昆岭路口(云大西路),经开路口(昌宏路),1
昆州路口,华苑路,1
昆州路口(华苑路),华苑路口(昆州路),1
昆州路口(华苑路),德缘小区(兴苑路),1
昆州路口(华苑路),眠山(春雨路),1
昆州路口(秀苑路),海源南路口(昆州路),1
昆师路,建设路,1
昆师路,西站,2
昆建路,省建工医院生活区,1
昆建路口(虹山西路),昆建路,1
昆明会展中心(国贸路),双桥村,3
昆明会展中心(国贸路),双福路口,1
昆明会展中心(国贸路),双福路口(国贸路),1
昆明会展中心(国贸路),国贸路口(宝海路),1
昆明会展中心(国贸路),宝海公园(宝海路),1
昆明会展中心(国贸路),昆明会展中心(春城路),3
昆明会展中心(春城路),双桥村,3
昆明会展中心(春城路),昆明会展中心(国贸路),3
昆明会展中心(春城路),昆明站(永平路),5
昆明会展中心(春城路),昆明站南广场,1
昆明会展中心(春城路),春城路,3
昆明冠生园,船房村二社,1
昆明冠生园,金牛小区,4
昆明冠生园(严家地),华昌路口(环城南路),1
昆明冠生园(严家地),永兴路口(华昌路),1
昆明冠生园(严家地),金牛小区,2
昆明十中(求实校区)(招呼站),司家营地铁站(求实街),1
昆明南站,昆明南站西广场,12
昆明南站,春融街地铁站B口,1
昆明南站西广场,回回营(春融西路),1
昆明南站西广场,昆明南站,4
昆明南站西广场,春融街地铁站,1
昆明南站西广场,祥和路口(祥园街),1
昆明南站西广场,联大街,5
昆明南站西广场,联大街口,1
昆明南站西广场,聚贤街,1
昆明南站西广场,螺蛳湾公交枢纽站(彩云北路),3
昆明同仁医院(同仁路),广福路口(前兴路),1
昆明同仁医院(广福路),前兴路口(广福路),2
昆明同仁医院(广福路),太家河,3
昆明同仁医院(广福路),广福路口(前兴路),1
昆明同仁医院(广福路),广福路口(红塔东路),1
昆明同仁医院(广福路),广福路口(金湖路),1
昆明同仁医院(广福路),湖畔之梦小区,1
昆明同仁医院(广福路),滇池卫城(红塔东路),1
昆明学院,滇池度假区实验学校,1
昆明工业职业技术学院,昆钢商场,1
昆明市地方海事局(西三环),德缘小区(兴苑路),1
昆明市地方海事局(西三环),昆明市地方海事局,1
昆明市地方海事局(西三环),草海隧道西口,1
昆明市实验中学,交三桥(人民东路),1
昆明市实验中学,大东新村(白塔路),1
昆明市实验中学,延安医院(人民东路),1
昆明市实验中学,新工人文化宫,2
昆明市实验中学,白塔路口(人民东路),1
昆明市实验中学,青年路口(威远街),1
昆明市机动车管理所,金光大道物流城,1
昆明湖澜庭(源起街),雨树下村,1
昆明瀑布公园,天宇澜山小区(北京路),1
昆明瀑布公园,雨树上村,1
昆明瀑布公园,龙江西路口(农科北路),1
昆明烟厂,上庄,1
昆明烟厂,小麦溪,2
昆明玉器城,石关村路口,1
昆明玉器城(欣玉路),欣玉路口(财富街),1
昆明玻璃厂,昭宗彝族村,1
昆明玻璃厂,眠山车场,1
昆明站,双龙商场,1
昆明站,春城路,1
昆明站(北京路),北京路口(环城南路),1
昆明站(北京路),双龙商场,2
昆明站(北京路),昆明站(永平路),1
昆明站(北京路),永安路口(北京路),2
昆明站(永平路),北京路口(环城南路),2
昆明站(永平路),双龙商场,3
昆明站(永平路),昆明会展中心(春城路),1
昆明站(永平路),春城路,1
昆明站(永平路),永安路口(北京路),1
昆明站(永胜路),昆明会展中心(春城路),1
昆明站(永胜路),春城路,1
昆明站南广场,官南立交桥(二环南路),2
昆明站南广场,昆明站(永平路),1
昆明铣床厂,落索坡村中段,1
昆曲岔口,北部公交枢纽站,2
昆曲岔口,昆曲岔口(丰源路),1
昆曲岔口,清水河村(沣源路),1
昆曲岔口,清水河村(沣源路口),1
昆曲岔口(丰源路),沣源路中段,1
昆机六村,昆机文化宫,1
昆机商场,昆机路口(龙泉路),1
昆机文化宫,昆机商场,1
昆机路口(龙泉路),茨坝(龙泉路),1
昆洛路口(云秀路),云秀路口(广居路),1
昆洛路口(君安路),广居路南段,1
昆烟二部,岗头村,2
昆烟二部,沙坝营,1
昆烟二部,沙坝营(霖雨路),2
昆烟二部,沙坝营(龙泉路),3
昆瑞路,昭宗路口昆瑞路,1
昆百大新都会(宜和路),白龙潭善书院西门,5
昆百大新都会(春融街),昆三中(春融东路),1
昆百大新都会(春融街),昆三中(春融街),1
昆百大新都会(祥和街),大新册村,1
昆百大新都会(祥和街),白龙潭淏园1号门,1
昆石高速公路管理处,昆船南门,1
昆禄路口,大普吉村(普吉路),1
昆船南门,昆船大道,1
昆船培训中心,大石坝村,1
昆船大道,昆船工业北区,2
昆船大道路口,八公里,1
昆船大道路口(贵昆路),八公里,6
昆船大道路口(贵昆路),昆船工业北区,1
昆船大道路口(贵昆路),普照村,1
昆船大道路口(贵昆路),普照村(贵昆路),3
昆船大道路口(贵昆路),金瓦路口(东三环),1
昆船工业北区,昆船大道,2
昆船工业北区,昆船大道路口(贵昆路),1
昆船工业北区,普照村(贵昆路),1
昆药集团,昭宗大村,1
昆药集团,益宁路口(春雨路),1
昆都南门,西昌路口(新闻路),1
昆钢商场,园山南路,1
昆阳(城北公交枢纽),兴隆村,1
昆阳磷肥厂,中谊村,1
昆阳磷肥厂,大河街,1
昌宏西路中段,宝象河昌宏西路,1
昌宏西路口(环湖东路),会展东路口(会展西路),1
昌宏西路口(环湖东路),半岛车场,3
昌宏西路口(环湖东路),滇池会展中心(环湖东路),3
昌宏西路口(环湖东路),滇池国际会展中心(环湖东路),1
昌宏西路口(环湖东路),环湖东路口(珥季路),1
昌宏西路地铁站,三家村东(昌宏西路),2
昌宏西路罗衙立交,李家村(昌宏西路),1
昌宏路口,牛街庄,1
昌宏路口(广福路),中闸(广福路),3
昌宏路口(广福路),五甲河(广福路),5
昌宏路口(广福路),华晨路口(广福路),1
昌宏路口(广福路),双凤路口(广福路),1
昌宏路口(广福路),海边沟,1
昌宏路口(彩云北路),凉亭(东三环),1
昌宏路口(彩云北路),鸣泉村(昌宏路),1
昌宏路口(经牛路),经牛路口(昌宏路),1
昌宏路口(经邮路),经宏路口(经牛路),1
昌宏路口(贵昆路),八公里下穿路口,4
昌宏路口(贵昆路),经牛路口(昌宏路),4
昌源中路口(科光路),团山后所,1
昌源中路口(科光路),美丽新世界小区(昌源中路),1
昌源中路口(科医路),团山后所,1
昌源北路口(科新路),滇缅大道路口(科新路),2
昌源南路,昌源南路口(人民西路),3
昌源南路,眠山车场,1
昌源南路,美丽新世界小区(昌源中路),1
昌源南路口(人民西路),海源南路口(人民西路),1
昌源南路口(人民西路),眠山地铁站,2
昌源南路口(人民西路),眠山车场,5
昌源路口(滇缅大道),假日城市小区(昌源中路),2
昌源路口(滇缅大道),假日城市小区(滇缅大道),4
昌源路口(滇缅大道),海源中路口(滇缅大道),3
昌源路口(滇缅大道),黄土坡,1
明河路下段,明河路中段,1
明河路东口,明波村,2
明河路中段,鸿运小区,1
明波建材灯具市场,小河埂(碧鸡路),1
明波建材灯具市场,鱼翅路口,1
明波建材灯具市场,鱼翅路口(二环西路),1
明波村,明波路,2
明波路,大观楼(大观路),1
明波路,大观楼车场,1
明理楼停车场,建工楼,1
昙华寺(二环东路),关兴路口(民航路),1
昙华寺(二环东路),金马立交桥北口(二环东路),1
昙华寺(昙华路),昙华路南段,1
昙华路中段,昙华寺(昙华路),1
昙华路中段,昙花寺(昙华路),1
昙华路北段,昙华路中段,2
昙华路南段,王大桥,1
昙华路南段,金瓦路口(虹桥路),1
昙花寺(昙华路),昙华路南段,1
星耀路,广福立交北,1
星耀路,彩云北路口(广和路),1
春城路,吴井桥(环城南路),1
春城路,和平新村,3
春城路,昆明会展中心(春城路),4
春城路,昆明站南广场,1
春城路,春城路口(长润街),1
春城路口(长润街),长村路口(长润街),1
春晓花园小区,前卫西路口(马洒营),1
春晓花园小区,官庄村(前卫西路),2
春晓花园小区,绿荫大道路口,1
春晖小区,人民西路口(西园路),1
春晖小区,昆医附二院,4
春晖小区,茭菱路,1
春晖小区,西园路口(茭菱路),3
春晖小区,麻园(滇缅大道),1
春漫大道,信息产业基地车场,1
春漫大道,康惠馨苑,1
春漫大道,旭照路口(春漫大道),1
春漫大道,经开区管委会(春漫大道),2
春漫大道路口(拓翔路),云景路中段,1
春漫大道路口(拓翔路),云景路口(拓翔路),1
春漫大道路口(拓翔路),林溪路口(春漫大道),1
春苑小区,人民西路口(近华浦路),5
春苑小区,华夏中专(近华浦路),1
春苑小区,秋苑小区(兴苑路),2
春苑小区,秋苑小区(昆州路),2
春融东路,联大街,1
春融东路,联大街口(春融东路),1
春融东路,联大街地铁站(彩云南路),1
春融东路,聚贤街,1
春融东路(师大西门),联大街(师大北门),1
春融东路(师大西门),聚贤街,2
春融东路口(祥丰路),祥园街口(春融东路),1
春融东路口(祥和街),洛龙村(和谐路),1
春融街口(和谐路),市政府(朝云街),1
春融街口(春融东路),祥和街口(春融东路),1
春融街口(谊康北路),彩云南路口(朝云街),2
春融街口(谊康北路),春融街地铁站B口,1
春融街口(谊康北路),驼峰街口(彩云南路),1
春融街地铁站,斗南地铁站(彩云北路),1
春融街地铁站B口,吾悦广场,1
春融街地铁站B口,呈黄立交桥北,1
春融街地铁站B口,斗南地铁站(彩云北路),3
春融街地铁站B口,洛龙村(彩云南路),2
春融街地铁站B口,螺蛳湾公交枢纽站(彩云北路),1
春融街地铁站C口,彩云南路口(春融街),4
春融街地铁站C口,春融街地铁站B口,1
春融西路口(朝云街),彩云南路口(朝云街),2
春融西路口(石龙路),洛龙公园(彩云南路),1
春融西路口(石龙路),洛龙公园(石龙路),1
春雨路南段,干沟路口,2
春雨路南段,车家壁,1
春雨路口(宝花路),马街上村,1
昭宗乡村委会,昭宗彝族村口,1
昭宗乡村委会,昭宗路,1
昭宗大村,昆药集团,1
昭宗大村,昭宗路,1
昭宗彝族村,昆明玻璃厂,1
昭宗彝族村,昭宗彝族村口,1
昭宗彝族村口,昭宗乡村委会,1
昭宗彝族村口,昭宗彝族村,1
昭宗路,昭宗乡村委会,1
昭宗路,昭宗大村,1
昭宗路口(滇缅大道),华苑路口,1
昭宗路口(滇缅大道),小团山(滇缅大道),2
昭宗路口(滇缅大道),昆明玻璃厂,1
