Number,bus_Name,bus_Stop,busstop_Longitude,busstop_Latitude,distance_m_,straight_Distance,busstop_Longitude84,busstop_Latitude84,straight_Distance_HeadToTail,distance,basic_price,total_price,start_time,end_time,company
94,119路(正义路--蓝龙潭车场),霖雨桥东,102.74118,25.092636,209,209,102.7396962,25.09557869,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),霖雨桥(霖雨路),102.737061,25.09409,445,445,102.7355811,25.09703428,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),耀龙康城,102.732522,25.099983,1067,799,102.731047,25.10292937,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),红园路口(小康大道),102.733993,25.104306,503,503,102.7325161,25.10725106,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),华龙人家小区,102.731964,25.109385,763,601,102.7304894,25.11233093,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),红锦路口(红云路),102.729546,25.110409,269,269,102.7280744,25.11335659,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),上庄,102.725655,25.11217,440,438,102.7241888,25.11512068,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),小麦溪,102.725686,25.118186,755,669,102.7242196,25.12113617,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),蓝龙潭,102.729188,25.126124,956,950,102.7277164,25.12907063,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
94,119路(正义路--蓝龙潭车场),蓝龙潭车场,102.730451,25.131102,789,568,102.7289776,25.13404732,10049.6,15.43674,1,2,600,2200,昆明公交集团第六分公司
95,120路(正义路--前兴路公交枢纽站),正义路,102.709805,25.043338,0,0,102.7083681,25.04631369,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),胜利广场,102.706879,25.042886,606,299,102.705448,25.04586589,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),如安街口(五一路),102.705334,25.041727,369,202,102.7039062,25.0447093,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),龙井街口(五一路),102.705369,25.040069,184,184,102.7039412,25.04305143,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),景星公园,102.705404,25.038212,207,206,102.7039762,25.04119459,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),国防路,102.702413,25.035365,450,437,102.7009916,25.03835248,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),弥勒寺(西坝路),102.69886,25.032965,653,446,102.6974464,25.03595843,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),永乐路口(西坝路),102.695816,25.031788,350,333,102.6944094,25.03478663,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),西坝路口(环城西路),102.694153,25.029922,509,267,102.6927503,25.03292368,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),气象路口(环城西路),102.697227,25.025934,541,541,102.6958173,25.02893095,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),滇池路口(环城西路),102.699295,25.023338,356,356,102.6978808,25.02633185,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),昆明冠生园,102.697105,25.019863,577,445,102.6956958,25.02286087,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),金牛小区,102.692179,25.015725,690,677,102.6907813,25.0187318,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),老年活动中心,102.688937,25.012791,462,462,102.6875471,25.01580391,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),云检培训中心,102.678947,25.006479,1447,1227,102.6775817,25.00951116,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),南苑,102.683235,25.001484,704,704,102.6818592,25.00450873,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),杨家地(日新中路),102.687477,24.998024,590,575,102.686091,25.00104136,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),邬小村(陆家路),102.688659,24.99674,296,186,102.6872702,24.99975538,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),湖畔之梦小区,102.683455,24.992439,771,710,102.682079,24.99546445,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),青青小镇,102.689865,24.989644,989,717,102.6884735,24.99265811,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),前卫西路口(河宏路),102.693481,24.991467,461,417,102.6920809,24.99447452,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),前福路口(河宏路),102.696274,24.989708,343,343,102.6948675,24.99271097,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),拥金路口(河宏路),102.701164,24.987827,549,535,102.6997467,24.99082221,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
95,120路(正义路--前兴路公交枢纽站),前兴路公交枢纽站,102.703697,24.987808,255,255,102.7022742,24.99079927,6205.3,12.35518,1,2,600,2200,昆明公交集团第六分公司第三车队
96,121路(云南冶炼厂--篆塘),云南冶炼厂,102.675712,25.093181,0,0,102.6743523,25.09620979,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),云冶路,102.675846,25.089193,445,444,102.6744861,25.0922219,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),云冶生活区,102.675699,25.08579,387,379,102.6743395,25.08881951,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),王家桥(王家桥路),102.674249,25.083694,275,275,102.6728932,25.08672647,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),羊仙坡北路,102.677344,25.078503,709,656,102.6759806,25.08153009,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),羊仙坡北路口,102.680226,25.074336,554,547,102.6788556,25.07735806,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),金家山,102.68145,25.070751,431,417,102.6800767,25.07377113,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),羊仙坡,102.681931,25.068472,260,258,102.6805565,25.07149146,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),学府路口(虹山东路),102.684935,25.063911,697,591,102.6835533,25.06692536,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),景秀庄园小区(虹山东路),102.688377,25.062214,498,395,102.686987,25.06522226,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),安全新村,102.689288,25.057088,581,577,102.6878959,25.06009517,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),人民新村,102.690559,25.053307,444,440,102.689164,25.05631231,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),西站2,102.689132,25.052339,543,180,102.6877404,25.05534697,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),茭菱路口(环城西路),102.689045,25.04826,779,454,102.6876538,25.05126857,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),市体育馆(环城西路),102.688988,25.046194,235,230,102.687597,25.04920291,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),棕树营,102.689224,25.042227,442,442,102.6878325,25.04523593,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),环西桥(大观路),102.690933,25.037205,726,584,102.6895376,25.04021146,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
96,121路(云南冶炼厂--篆塘),篆塘,102.694489,25.041325,606,582,102.6930851,25.04432479,6068.4,8.59877,1,2,600,2200,昆明公交集团第五分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),前兴路公交枢纽站,102.70425,24.987606,0,0,102.7028261,24.99059645,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),拥金路口(河宏路),102.699878,24.987969,623,442,102.6984635,24.99096625,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),河宏路口(前福路),102.698971,24.989223,256,167,102.6975585,24.99222156,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),前福路口(前旺路),102.701389,24.99329,552,514,102.699971,24.99628417,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),宋旗小区(前旺路),102.704809,24.99349,345,345,102.7033837,24.99647887,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),前旺路,102.709358,24.993533,460,458,102.7079234,24.99651528,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),理想小镇小区(希望路),102.712471,24.993834,369,316,102.7110304,24.99681204,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),佳湖花园(日新东路),102.713226,24.99918,686,599,102.7117838,25.0021564,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),锦苑花园(日新东路),102.718811,25.000122,573,572,102.7173589,25.00309156,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),银海森林小区(日新路),102.725693,25.001038,704,701,102.72423,25.00400049,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),银苑小区(日新路),102.729317,25.001524,371,369,102.7278489,25.00448341,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),双桥村,102.730534,25.006636,989,582,102.7290642,25.00959386,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),昆明会展中心(国贸路),102.734154,25.009314,618,471,102.7326798,25.01226913,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),宝海公园(宝海路),102.735117,25.01151,438,263,102.7336416,25.0144643,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),关兴路中段,102.739761,25.012478,639,480,102.7382809,25.01542995,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),关兴路口(民航路),102.74247,25.014905,449,384,102.7409874,25.01785572,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),五里多村,102.738889,25.019978,671,670,102.7374095,25.0229294,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),吴井路口(民航路),102.737228,25.022045,287,284,102.7357501,25.02499691,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),民航路,102.733429,25.027752,744,741,102.731955,25.03070536,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
97,122路(前兴路公交枢纽站--东站(环城南路)),东站(环城南路),102.733429,25.030064,366,257,102.731955,25.03301709,5561.9,10.13926,1,2,600,2130,昆明公交集团第三分公司
98,123路(羊甫车场--经开区车场),羊甫车场,102.79422,24.974003,0,0,102.7927482,24.97699214,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),羊甫村,102.788536,24.977295,743,680,102.7870585,24.9802758,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),小普路口(云大西路),102.785004,24.978174,370,369,102.7835235,24.98115022,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),竹园新村南,102.785202,24.980091,384,214,102.7837216,24.98306721,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),竹园新村东,102.787743,24.982635,385,382,102.7862647,24.98561409,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),小普路口(经浦路),102.788261,24.984381,367,201,102.7867831,24.98736055,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),云麻路口(经浦路),102.784027,24.991362,986,886,102.7825454,24.99433538,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),车辆管理所,102.782013,24.993484,392,311,102.7805298,24.99645478,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),昌宏路口(经邮路),102.777603,24.997948,694,666,102.7761169,25.00091355,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),经宏路口(经牛路),102.777916,25.000034,309,234,102.77643,25.0029996,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),昌宏路口(经牛路),102.780891,24.999544,427,305,102.7794069,25.00251278,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),经牛路口(昌宏路),102.782295,24.999926,232,148,102.7808118,25.00289629,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
98,123路(羊甫车场--经开区车场),经开区车场,102.783852,25.00296,403,372,102.7823699,25.00593172,3385.2,5.68934,1,1,700,1900,昆明公交集团第二分公司
99,124路(艺术剧院--大观楼车场),艺术剧院,102.703911,25.038294,0,0,102.7024863,25.04127883,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),国防路,102.702387,25.035378,484,359,102.7009656,25.03836552,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),昆都南门,102.701011,25.036615,225,195,102.6995926,25.03960454,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),西昌路口(新闻路),102.696198,25.036836,693,486,102.6947903,25.0398334,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),新闻路,102.692284,25.03562,439,417,102.6908855,25.03862426,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),环城西路口(新闻路),102.689812,25.034969,268,259,102.6884193,25.03797771,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),新闻路西口,102.685455,25.032604,552,512,102.6840729,25.03562088,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),东陆桥(西华北路),102.684746,25.030634,342,230,102.6833657,25.03365242,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),昆五中,102.680421,25.031532,584,447,102.6790513,25.03455838,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
99,124路(艺术剧院--大观楼车场),大观楼车场,102.675842,25.0276,668,636,102.6744838,25.03063551,3067.8,4.25364,1,2,,,昆明公交集团第一分公司
100,125路(正义路--篆塘),正义路,102.709846,25.042561,0,0,102.7084091,25.04553672,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),文庙(华山西路),102.707733,25.043085,360,221,102.7063002,25.04606363,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),小绿水河(华山南路),102.711487,25.044231,513,399,102.7100468,25.04720431,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),华山东路口(螺峰街),102.71109,25.048195,544,443,102.7096505,25.0511684,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),螺峰街,102.709557,25.04928,197,196,102.7081204,25.05225537,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),圆通街口(北门街),102.708069,25.050803,226,226,102.7066353,25.05378029,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),丁字坡,102.705725,25.052852,329,328,102.7042961,25.05583247,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),云南大学(翠湖北路),102.704119,25.051975,275,189,102.7026935,25.05495798,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),府甬道,102.700543,25.051302,397,368,102.6991252,25.05429063,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),省图书馆,102.699059,25.048443,473,351,102.6976446,25.05143434,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),大观商业城,102.697778,25.042821,1065,638,102.6963666,25.04581508,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
100,125路(正义路--篆塘),篆塘,102.694488,25.041528,522,361,102.6930841,25.04452777,1551.5,4.89862,1,2,630,2030,昆明公交集团第五分公司
101,126路(上坝村口--北市区车场),上坝村口,102.775414,25.138315,0,0,102.7739226,25.14126428,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),中坝村口,102.773026,25.139509,279,275,102.7715336,25.14245611,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),中坝村,102.769478,25.138155,496,388,102.7679844,25.14109945,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),翠微里(青秀街),102.765625,25.138273,540,388,102.7641307,25.14121495,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),昆明湖澜庭(源起街),102.76487,25.130751,1187,840,102.7633759,25.13369305,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),雨树下村,102.762886,25.13135,230,210,102.7613918,25.13429099,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),龙江西路口(昆澜街),102.75997,25.127101,641,556,102.758476,25.13004106,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),昆明瀑布公园,102.762478,25.125968,551,282,102.7609839,25.12890919,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),雨树上村,102.758615,25.12678,459,399,102.7571212,25.12971962,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),龙江西路中段,102.755219,25.123438,512,505,102.7537261,25.12637701,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),沣源路口(龙江西路),102.752167,25.120604,440,440,102.7506753,25.12354283,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),幸福家园小区,102.746971,25.120335,718,524,102.7454821,25.12327398,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),实力郡城(小康大道),102.742485,25.120695,724,453,102.7409993,25.12363489,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),银河星辰花园(小康大道),102.740211,25.117422,430,430,102.7387274,25.1203629,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),金水湾小区(小康大道),102.737122,25.112465,633,633,102.7356415,25.11540765,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),北仓村,102.735191,25.108303,504,502,102.7337127,25.11124702,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),红园路口(小康大道),102.73333,25.102865,633,633,102.7318539,25.10581059,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
101,126路(上坝村口--北市区车场),北市区车场,102.728958,25.100273,775,526,102.7274875,25.10322192,6306.3,9.74673,1,1,700,1900,昆明公交集团第六分公司
102,127路(海源寺车场--商汇路),海源寺车场,102.642071,25.072778,0,0,102.6407915,25.07586955,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),海源寺(西三环东),102.640885,25.074431,266,219,102.6396079,25.07752422,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),海源北路西口,102.63954,25.080534,822,692,102.6382655,25.08362865,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),丽阳星城小区(海源北路),102.642174,25.079362,296,296,102.6408941,25.08245273,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),海源北路口(慧谷路),102.643364,25.080135,242,148,102.6420816,25.08322377,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),海屯路口(慧谷路),102.643993,25.083056,332,331,102.6427092,25.08614348,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),慧谷路口(海屯路),102.645425,25.085282,382,286,102.6441381,25.08836694,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),龙院新村,102.647001,25.084497,181,181,102.6457107,25.08757941,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),商院路口(海屯路),102.650278,25.082925,374,374,102.6489804,25.086002,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),金川路口(海屯路),102.652413,25.081853,246,246,102.6511105,25.08492639,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),沙河路口(海屯路),102.656107,25.080061,422,422,102.6547959,25.08312796,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),大塘子,102.660347,25.078012,484,484,102.6590258,25.08107138,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),小屯,102.665764,25.075286,625,624,102.6644296,25.07833548,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),黄土坡立交桥北口,102.667591,25.067378,918,898,102.6662523,25.07042482,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),黄土坡,102.67056,25.064167,649,466,102.669214,25.06720849,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),普吉路口(滇缅大道),102.673789,25.061905,418,411,102.672435,25.06494057,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),麻园(滇缅大道),102.677977,25.057535,644,644,102.6766127,25.06056307,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),虹山南路口(滇缅大道),102.684058,25.053767,752,742,102.6826787,25.05678407,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),西站,102.688355,25.052556,456,453,102.6869653,25.05556534,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),潘家湾(西昌路),102.694327,25.045339,1120,1003,102.6929234,25.04833861,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),篆塘,102.695352,25.039297,703,680,102.6939462,25.04229555,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),弥勒寺(西昌路),102.700747,25.031376,1110,1035,102.6993293,25.03436657,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),工人新村(西昌路),102.704414,25.027869,538,537,102.7029885,25.03085428,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),西岳庙(海埂路),102.708346,25.021832,803,780,102.7069126,25.02481223,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),豆腐营(海埂路),102.708504,25.016817,560,558,102.7070705,25.01979761,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),洒金巷口(海埂路),102.708679,25.008789,894,893,102.7072453,25.01177034,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),绿荫大道路口,102.709427,25.004271,511,508,102.707992,25.00725185,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),日新路口(润城第二大道),102.70872,24.999236,572,564,102.7072865,25.00221846,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),前卫营(前兴路),102.70726,24.992937,717,716,102.7058297,24.99592232,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),大庄村(前兴路),102.705933,24.987305,640,640,102.7045056,24.99029297,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
102,127路(海源寺车场--商汇路),商汇路,102.706924,24.983215,661,466,102.7054946,24.98620203,11911.2,17.31895,1,2,,,昆明公交集团第一分公司
103,128路(昆明玉器城(欣玉路)--北市区车场),昆明玉器城(欣玉路),102.746137,25.163524,0,0,102.7446473,25.16646034,7246.1,10.03405,1,2,600,2100,昆明公交集团第六分公司
103,128路(昆明玉器城(欣玉路)--北市区车场),欣玉路口(财富街),102.746619,25.167357,464,429,102.7451289,25.17029309,7246.1,10.03405,1,2,600,2100,昆明公交集团第六分公司
103,128路(昆明玉器城(欣玉路)--北市区车场),石关新村,102.744015,25.167218,282,262,102.7425267,25.17015458,7246.1,10.03405,1,2,600,2100,昆明公交集团第六分公司
103,128路(昆明玉器城(欣玉路)--北市区车场),昆明玉器城,102.743997,25.16362,402,400,102.7425088,25.16655676,7246.1,10.03405,1,2,600,2100,昆明公交集团第六分公司
103,128路(昆明玉器城(欣玉路)--北市区车场),石关村路口,102.742678,25.158911,581,540,102.741191,25.16184834,7246.1,10.03405,1,2,600,2100,昆明公交集团第六分公司
