ID,LABEL,Lat,Lng
海源寺车场,海源寺车场,25.072609,102.641979
官渡广场(国贸路),官渡广场(国贸路),25.012079,102.743433
双福路口(国贸路),双福路口(国贸路),25.009878,102.738698
昆明会展中心(国贸路),昆明会展中心(国贸路),25.008967,102.731901
大东新村(白塔路),大东新村(白塔路),25.044312,102.725571
穿金路中段,穿金路中段,25.05759,102.730934
小坝,小坝,25.061703,102.735123
沣源路东段,沣源路东段,25.091749,102.764462
清水河村(沣源路),清水河村(沣源路),25.095964,102.76667
清水河村北口,清水河村北口,25.101025,102.766678
昆曲岔口,昆曲岔口,25.102896,102.765526
滇池路口(环城西路),滇池路口(环城西路),25.023594,102.699219
气象路口(环城西路),气象路口(环城西路),25.025568,102.697701
西坝路口(环城西路),西坝路口(环城西路),25.029732,102.69445
新闻路口(环城西路),新闻路口(环城西路),25.034245,102.691398
丹霞路口(西园路),丹霞路口(西园路),25.036159,102.679874
白马,白马,25.036089,102.675556
华夏中专(近华浦路),华夏中专(近华浦路),25.038329,102.674293
春苑小区,春苑小区,25.042075,102.674588
人民西路口(近华浦路),人民西路口(近华浦路),25.043594,102.674727
茭菱路口(近华浦路),茭菱路口(近华浦路),25.047609,102.67503
鑫园小区,鑫园小区,25.049527,102.668963
茭菱路西口,茭菱路西口,25.049831,102.664575
海源中路南段,海源中路南段,25.054232,102.662598
海源中路,海源中路,25.057896,102.662918
金星立交桥西口(二环北路),金星立交桥西口(二环北路),25.072752,102.721758
金康园,金康园,25.069363,102.724136
金江路口(万华路),金江路口(万华路),25.069723,102.719162
巡津街,巡津街,25.027973,102.71454
白塔路口(白龙路),白塔路口(白龙路),25.046835,102.726425
新兴路口(新迎北路),新兴路口(新迎北路),25.05517,102.73455
园博路,园博路,25.068638,102.749535
霖雨桥(霖雨路),霖雨桥(霖雨路),25.094076,102.737099
耀龙康城,耀龙康城,25.098945,102.732127
北市区车场,北市区车场,25.100404,102.728945
岔街(拓东路),岔街(拓东路),25.031688,102.732995
弥勒寺(西坝路),弥勒寺(西坝路),25.032977,102.698958
永乐路口(西坝路),永乐路口(西坝路),25.031701,102.695668
西坝,西坝,25.03158,102.691693
西华北路,西华北路,25.030689,102.687874
东陆桥(西华北路),东陆桥(西华北路),25.030634,102.684776
秋苑小区(兴苑路),秋苑小区(兴苑路),25.039227,102.666793
兴苑路,兴苑路,25.03964,102.660263
梁源三区,梁源三区,25.038038,102.658554
前兴路口(日新东路),前兴路口(日新东路),24.998281,102.709514
佳湖花园(日新东路),佳湖花园(日新东路),24.99917,102.713196
锦苑花园(日新东路),锦苑花园(日新东路),25.000122,102.718796
锦苑花园,锦苑花园,25.003268,102.721901
福达路口(官南大道),福达路口(官南大道),25.005625,102.721376
福昌路口(官南大道),福昌路口(官南大道),25.009171,102.720755
永平路口(南坝路),永平路口(南坝路),25.018911,102.715564
南坝路,南坝路,25.021016,102.715317
董家湾(东风东路),董家湾(东风东路),25.038321,102.73616
水木山居小区(金马路),水木山居小区(金马路),25.034758,102.749992
金瓦路口(太平路),金瓦路口(太平路),25.035716,102.752765
建工三村,建工三村,25.035126,102.758837
太平村,太平村,25.034106,102.761562
西岳庙(西昌路),西岳庙(西昌路),25.024206,102.707764
西昌路口(新闻路),西昌路口(新闻路),25.036897,102.696293
新闻路,新闻路,25.035625,102.692075
民院路,民院路,25.05901,102.704297
莲花池,莲花池,25.061129,102.702232
教场西路口,教场西路口,25.06628,102.697517
教场中路,教场中路,25.070486,102.696877
教场北路口,教场北路口,25.072526,102.696858
巴士家园,巴士家园,25.073832,102.70181
时代年华小区(年华街),时代年华小区(年华街),25.005052,102.699661
春晓花园小区,春晓花园小区,25.007326,102.703819
国防路,国防路,25.034401,102.702469
环城西路口(人民西路),环城西路口(人民西路),25.044436,102.688004
科医路口(洪源路),科医路口(洪源路),25.056589,102.667801
洪家营,洪家营,25.059214,102.666847
科光路口(昌源中路),科光路口(昌源中路),25.054089,102.656349
美丽新世界小区(昌源中路),美丽新世界小区(昌源中路),25.050852,102.655754
新迎北路口,新迎北路口,25.053425,102.736626
穿金路口(北辰大道),穿金路口(北辰大道),25.07309,102.744255
云波新村,云波新村,25.075674,102.740479
江东四季园,江东四季园,25.088593,102.73658
金实西区(江东花园北路),金实西区(江东花园北路),25.090473,102.733292
月牙塘小区南门,月牙塘小区南门,25.09384,102.727646
红锦路口(龙江路),红锦路口(龙江路),25.094667,102.725273
南屏街东口,南屏街东口,25.037717,102.713164
东三环路口(白龙路),东三环路口(白龙路),25.065469,102.752231
黄土坡立交桥北口,黄土坡立交桥北口,25.067973,102.667687
小屯立交桥西口,小屯立交桥西口,25.07217,102.663834
新光巷口(科高路),新光巷口(科高路),25.073932,102.66082
高新区管委会(科高路),高新区管委会(科高路),25.074909,102.658859
科新路口(海源北路),科新路口(海源北路),25.073725,102.655006
傲云峰小区(海源北路),傲云峰小区(海源北路),25.07589,102.650139
商院路口(海源北路),商院路口(海源北路),25.077717,102.646042
丽阳星城小区(海源北路),丽阳星城小区(海源北路),25.079323,102.642444
海源北路西口,海源北路西口,25.08043,102.639983
海源寺北,海源寺北,25.077536,102.63913
海源寺(西三环西),海源寺(西三环西),25.072921,102.641155
凉亭中路南段,凉亭中路南段,25.02181,102.757804
彩云北路口(凉亭中路),彩云北路口(凉亭中路),25.021354,102.754826
北辰小区(北辰大道),北辰小区(北辰大道),25.078009,102.737083
北京路口(北辰大道),北京路口(北辰大道),25.08,102.734177
温馨家园(金色大道),温馨家园(金色大道),25.082777,102.730492
水乡路口(金色大道),水乡路口(金色大道),25.085199,102.727325
月牙潭公园,月牙潭公园,25.088707,102.722809
沙坝营(霖雨路),沙坝营(霖雨路),25.098875,102.722847
鼓楼路1,鼓楼路1,25.055226,102.711319
东站(东郊路),东站(东郊路),25.029891,102.736541
严家地(西园路),严家地(西园路),25.021536,102.696931
船房小区,船房小区,25.024371,102.692405
西坝路口(西园路),西坝路口(西园路),25.026594,102.688889
新闻路口(西园路),新闻路口(西园路),25.031914,102.682604
蓝龙潭车场,蓝龙潭车场,25.131102,102.730423
龙泉路口(沣源路),龙泉路口(沣源路),25.131241,102.7325
蒜村(沣源路),蒜村(沣源路),25.128793,102.736775
青松路口(沣源路),青松路口(沣源路),25.125082,102.741753
北部公交枢纽站(沣源路),北部公交枢纽站(沣源路),25.107943,102.759575
沣源路中段,沣源路中段,25.105321,102.763811
金色交响家园小区,金色交响家园小区,25.045782,102.769676
金瓦路口(金瓦巷),金瓦路口(金瓦巷),25.04862,102.770882
金瓦路口(东三环),金瓦路口(东三环),25.047869,102.772186
金色交响小区南口,金色交响小区南口,25.041922,102.774773
白沙街,白沙街,25.040625,102.7687
白沙街1号站,白沙街1号站,25.044493,102.765732
虹桥路口(金瓦路),虹桥路口(金瓦路),25.040929,102.756102
青年路口(威远街),青年路口(威远街),25.039913,102.713611
关平路口(日新路),关平路口(日新路),25.004831,102.743042
关南路口(日新路),关南路口(日新路),25.004196,102.73922
宝海路口(日新路),宝海路口(日新路),25.003572,102.73542
官南路口(广福路),官南路口(广福路),24.979944,102.717537
华晨路口(广福路),华晨路口(广福路),24.979648,102.710395
月牙塘小区,月牙塘小区,25.096436,102.730087
沙坝营(红锦路),沙坝营(红锦路),25.098911,102.725639
右营村,右营村,25.104513,102.727837
红云小区,红云小区,25.107847,102.72937
红锦路口(红云路),红锦路口(红云路),25.110409,102.729546
上庄,上庄,25.112169,102.725655
西部客运站(昆州路),西部客运站(昆州路),25.035655,102.64072
沙地村,沙地村,25.039214,102.643225
昆州路口(华苑路),昆州路口(华苑路),25.039045,102.647621
德缘小区(兴苑路),德缘小区(兴苑路),25.038206,102.650764
张家村(兴苑路),张家村(兴苑路),25.039518,102.656418
近华浦路口(云山路),近华浦路口(云山路),25.040455,102.675781
气象路,气象路,25.023794,102.69632
鲜花大道路口,鲜花大道路口,25.018003,102.649271
新发小区(海源南路),新发小区(海源南路),25.035208,102.660773
兴苑路口(海源南路),兴苑路口(海源南路),25.04043,102.661354
海源南路北,海源南路北,25.04477,102.661732
西一中,西一中,25.048976,102.662114
国际花园(海源北路),国际花园(海源北路),25.065829,102.662496
科发路口(海源北路),科发路口(海源北路),25.071215,102.660074
马街,马街,25.034302,102.640053
益宁路口(兴苑路),益宁路口(兴苑路),25.034067,102.643204
下窑,下窑,25.036177,102.645226
小花园(青年路),小花园(青年路),25.043169,102.715576
红康路,红康路,25.101597,102.72731
圆通街,圆通街,25.050186,102.711227
昆医附二院,昆医附二院,25.054562,102.680278
春晖小区,春晖小区,25.050382,102.679826
科高路口(科发路),科高路口(科发路),25.071152,102.662277
水逸康桥小区(科高路),水逸康桥小区(科高路),25.076431,102.655388
科开路口(科高路),科开路口(科高路),25.07736,102.653259
商院路口(科高路),商院路口(科高路),25.079453,102.648399
昆明站(永胜路),昆明站(永胜路),25.018208,102.723457
东三环路口(昌宏路),东三环路口(昌宏路),24.991047,102.757866
中林建材城北门,中林建材城北门,24.989231,102.753822
东聚路,东聚路,24.982819,102.752907
龙马村(云秀路),龙马村(云秀路),24.936766,102.731532
龙马社区居委会,龙马社区居委会,24.938807,102.734428
中营(云秀路),中营(云秀路),24.942822,102.740143
湾流海小区,湾流海小区,24.942912,102.743034
付家营路口(古渡口路),付家营路口(古渡口路),24.939396,102.747414
师大附属官渡中学,师大附属官渡中学,24.937287,102.752535
俊福花园小区,俊福花园小区,24.93408,102.755612
先锋路中段,先锋路中段,24.931476,102.761554
关锁中心学校,关锁中心学校,24.931484,102.76841
金沙小区,金沙小区,25.04221,102.760384
金瓦路,金瓦路,25.038194,102.752695
昆明冠生园,昆明冠生园,25.019896,102.697144
福海乡,福海乡,25.010816,102.686862
假日湾小区(锦西路),假日湾小区(锦西路),24.980885,102.723772
新闻路口(西昌路),新闻路口(西昌路),25.038984,102.695751
人民西路口(西园路),人民西路口(西园路),25.043936,102.679176
阳光花园小区(日新西路),阳光花园小区(日新西路),25.010951,102.675161
穿心鼓楼(穿金路),穿心鼓楼(穿金路),25.049284,102.721443
席子营(穿金路),席子营(穿金路),25.050053,102.723503
铂金大道,铂金大道,25.083689,102.752982
江东花城,江东花城,25.091892,102.743155
霖雨桥东,霖雨桥东,25.092604,102.741257
小绿水河(华山南路),小绿水河(华山南路),25.044207,102.711357
华山东路口(螺峰街),华山东路口(螺峰街),25.048201,102.711082
螺峰街,螺峰街,25.049284,102.709549
圆通街口(北门街),圆通街口(北门街),25.050802,102.708069
丁字坡,丁字坡,25.052916,102.705643
园西路口(北门街),园西路口(北门街),25.055519,102.703575
教益路口(教场东路),教益路口(教场东路),25.065534,102.701806
白云路口(教场东路),白云路口(教场东路),25.067062,102.703381
白云路西口,白云路西口,25.067912,102.705343
北三环路口(红锦路),北三环路口(红锦路),25.091107,102.722734
龙江路口(红锦路),龙江路口(红锦路),25.093989,102.723893
高朱村,高朱村,25.005255,102.694847
杨家路口(金广路),杨家路口(金广路),25.003225,102.689618
省高院,省高院,25.000807,102.68645
高峣村,高峣村,24.981606,102.624497
武警医院,武警医院,24.979301,102.626907
杨家村,杨家村,24.976892,102.630065
省委党校,省委党校,24.974974,102.633516
苏家村口,苏家村口,24.971007,102.633129
西园,西园,24.963589,102.636909
龙门村(湖滨路),龙门村(湖滨路),24.956902,102.640175
海埂旅游索道站,海埂旅游索道站,24.960434,102.651641
观景路,观景路,24.969848,102.651185
海埂长堤,海埂长堤,24.97331,102.652397
海埂别墅区,海埂别墅区,24.973688,102.658997
金柳西路口(红塔西路),金柳西路口(红塔西路),24.973915,102.66273
红塔西路,红塔西路,24.974236,102.668681
海埂公园,海埂公园,24.961813,102.665688
西华北路口(西坝路),西华北路口(西坝路),25.031024,102.69053
如安街口(五一路),如安街口(五一路),25.042318,102.705382
正义路,正义路,25.043355,102.709805
永昌小区(华昌路),永昌小区(华昌路),25.017365,102.705055
红园路口(小康大道),红园路口(小康大道),25.104298,102.733994
北仓村,北仓村,25.109194,102.735641
金水湾小区(小康大道),金水湾小区(小康大道),25.113464,102.737892
银河星辰花园(小康大道),银河星辰花园(小康大道),25.119497,102.741714
实力郡城(小康大道),实力郡城(小康大道),25.121649,102.743523
杨家地(邬小路),杨家地(邬小路),25.004119,102.682578
田家地,田家地,25.005703,102.682235
滇池路口(日新西路),滇池路口(日新西路),25.008503,102.677361
柳苑,柳苑,25.013098,102.677353
南诏苑(福景路),南诏苑(福景路),25.015619,102.679634
马家堆,马家堆,25.016345,102.677734
大观楼南园,大观楼南园,25.01717,102.675255
五家堆村,五家堆村,25.020977,102.676407
五家堆村北,五家堆村北,25.024757,102.677826
航运码头,航运码头,25.028393,102.678123
卢家营,卢家营,25.030682,102.681946
草海公交首末站,草海公交首末站,25.017969,102.65441
鸿运小区,鸿运小区,25.025417,102.663246
明河路东口,明河路东口,25.027205,102.66478
明波村,明波村,25.026745,102.668106
明波路,明波路,25.026927,102.671793
翠湖南路,翠湖南路,25.045933,102.703516
翠湖东门,翠湖东门,25.047464,102.705719
华苑路,华苑路,25.041593,102.645313
丽苑路西段,丽苑路西段,25.037081,102.659714
西山区政府(丽苑路),西山区政府(丽苑路),25.036858,102.663177
梁源小区,梁源小区,25.036623,102.666687
秋苑小区(昆州路),秋苑小区(昆州路),25.038521,102.667526
云南大学(翠湖北路),云南大学(翠湖北路),25.051897,102.703733
小菜园立交桥5,小菜园立交桥5,25.059858,102.709526
螺蛳湾公交枢纽站,螺蛳湾公交枢纽站,24.930182,102.776194
螺蛳湾商贸城东(商城大道),螺蛳湾商贸城东(商城大道),24.932283,102.779527
商城大道,商城大道,24.938402,102.777977
子君村(广福路),子君村(广福路),24.946558,102.777222
岔街,岔街,25.032023,102.730113
大观路口(近华浦路),大观路口(近华浦路),25.031684,102.678516
西站2,西站2,25.052344,102.689115
人民新村,人民新村,25.053203,102.690586
安全新村,安全新村,25.056363,102.689384
景秀庄园小区(虹山东路),景秀庄园小区(虹山东路),25.062153,102.68842
张官营南口,张官营南口,25.058315,102.714821
张官营,张官营,25.060646,102.715904
万华路,万华路,25.064371,102.717339
下马村(教场北路),下马村(教场北路),25.071766,102.709244
教场北路,教场北路,25.072268,102.705986
滇池卫城小区,滇池卫城小区,24.974944,102.682921
滇池卫城幼儿园,滇池卫城幼儿园,24.968607,102.679935
滇池卫城实验中学,滇池卫城实验中学,24.967674,102.684084
体院路,体院路,24.965898,102.681871
体院路(滇池学院),体院路(滇池学院),24.96602,102.679783
体院路口(兴体路),体院路口(兴体路),24.967062,102.676814
兴体路北段,兴体路北段,24.974028,102.679631
兴体路口(红塔东路),兴体路口(红塔东路),24.975052,102.67901
滇池路口(红塔东路),滇池路口(红塔东路),24.974162,102.674019
红菱路,红菱路,25.04793,102.685195
昆船大道,昆船大道,24.990929,102.796181
昆船工业北区,昆船工业北区,24.993341,102.797234
彩云北路口(贵昆路),彩云北路口(贵昆路),25.008619,102.768867
邬小村(日新中路),邬小村(日新中路),24.996918,102.691189
陈顾村,陈顾村,24.996285,102.693733
前卫西路口(日新中路),前卫西路口(日新中路),24.996628,102.698342
北京路口环城南路,北京路口环城南路,25.024201,102.721819
绿荫大道路口(希望路),绿荫大道路口(希望路),25.004665,102.712553
前兴路口(绿荫大道),前兴路口(绿荫大道),25.005873,102.711586
海埂路口(前卫西路),海埂路口(前卫西路),25.009562,102.707901
前卫西路口(马洒营),前卫西路口(马洒营),25.008867,102.701477
孙家地,孙家地,25.008932,102.699844
金兰路,金兰路,25.009909,102.697812
怡康新村,怡康新村,25.007574,102.694431
河宏路口(前卫西路),河宏路口(前卫西路),24.992708,102.693707
青青小镇(前卫西路),青青小镇(前卫西路),24.989557,102.689621
大漾田公交首末站,大漾田公交首末站,25.102266,102.649674
陈家营路口(玉峰路),陈家营路口(玉峰路),25.099497,102.647947
普惠园(玉峰路),普惠园(玉峰路),25.097118,102.647695
玉峰路口(王筇路),玉峰路口(王筇路),25.093333,102.645621
海屯路口(西三环),海屯路口(西三环),25.087179,102.641931
龙院村,龙院村,25.086597,102.642769
慧谷路口(海屯路),慧谷路口(海屯路),25.085252,102.645512
龙院新村,龙院新村,25.084405,102.647201
商院路口(海屯路),商院路口(海屯路),25.082938,102.650256
金川路口(海屯路),金川路口(海屯路),25.081853,102.652413
沙河路口(海屯路),沙河路口(海屯路),25.079969,102.656296
大塘子,大塘子,25.077934,102.660503
小屯,小屯,25.075295,102.665751
下马新村,下马新村,25.069418,102.706098
高新区管委会(科新路),高新区管委会(科新路),25.074362,102.657166
海源北路口(科开路),海源北路口(科开路),25.074015,102.652145
科开路口(科园路),科开路口(科园路),25.071253,102.654381
科新路口(科园路),科新路口(科园路),25.069965,102.657242
科园路口(科发路),科园路口(科发路),25.068237,102.657547
科发路口(昌源北路),科发路口(昌源北路),25.066584,102.656548
滇缅大道路口(昌源北路),滇缅大道路口(昌源北路),25.064266,102.657051
彩云北路口(昌宏路),彩云北路口(昌宏路),24.991888,102.765182
鸣泉村(昌宏路),鸣泉村(昌宏路),24.992268,102.770721
昆岭路口(云大西路),昆岭路口(云大西路),24.987911,102.775772
云大西路,云大西路,24.980423,102.781296
小普路口(云大西路),小普路口(云大西路),24.978552,102.783699
羊甫村,羊甫村,24.977582,102.786914
羊甫车场,羊甫车场,24.974601,102.793598
华龙人家小区,华龙人家小区,25.109385,102.731964
龙井街口(五一路),龙井街口(五一路),25.040069,102.705369
景星公园,景星公园,25.038212,102.705404
青青小镇,青青小镇,24.989644,102.689865
前卫西路口(河宏路),前卫西路口(河宏路),24.991467,102.693481
前福路口(河宏路),前福路口(河宏路),24.989708,102.696274
拥金路口(河宏路),拥金路口(河宏路),24.987827,102.701164
云南冶炼厂,云南冶炼厂,25.093181,102.675712
云冶路,云冶路,25.089193,102.675846
云冶生活区,云冶生活区,25.08579,102.675699
羊仙坡北路,羊仙坡北路,25.078503,102.677344
羊仙坡北路口,羊仙坡北路口,25.074336,102.680226
金家山,金家山,25.070751,102.68145
羊仙坡,羊仙坡,25.068472,102.681931
学府路口(虹山东路),学府路口(虹山东路),25.063911,102.684935
河宏路口(前福路),河宏路口(前福路),24.989223,102.698971
前福路口(前旺路),前福路口(前旺路),24.99329,102.701389
宋旗小区(前旺路),宋旗小区(前旺路),24.99349,102.704809
前旺路,前旺路,24.993533,102.709358
理想小镇小区(希望路),理想小镇小区(希望路),24.993834,102.712471
宝海公园(宝海路),宝海公园(宝海路),25.01151,102.735117
关兴路中段,关兴路中段,25.012478,102.739761
竹园新村南,竹园新村南,24.980091,102.785202
竹园新村东,竹园新村东,24.982635,102.787743
小普路口(经浦路),小普路口(经浦路),24.984381,102.788261
云麻路口(经浦路),云麻路口(经浦路),24.991362,102.784027
车辆管理所,车辆管理所,24.993484,102.782013
昌宏路口(经邮路),昌宏路口(经邮路),24.997948,102.777603
经宏路口(经牛路),经宏路口(经牛路),25.000034,102.777916
昌宏路口(经牛路),昌宏路口(经牛路),24.999544,102.780891
经牛路口(昌宏路),经牛路口(昌宏路),24.999926,102.782295
经开区车场,经开区车场,25.00296,102.783852
昆都南门,昆都南门,25.036615,102.701011
环城西路口(新闻路),环城西路口(新闻路),25.034969,102.689812
新闻路西口,新闻路西口,25.032604,102.685455
省图书馆,省图书馆,25.048443,102.699059
大观商业城,大观商业城,25.042821,102.697778
上坝村口,上坝村口,25.138315,102.775414
中坝村口,中坝村口,25.139509,102.773026
中坝村,中坝村,25.138155,102.769478
翠微里(青秀街),翠微里(青秀街),25.138273,102.765625
昆明湖澜庭(源起街),昆明湖澜庭(源起街),25.130751,102.76487
雨树下村,雨树下村,25.13135,102.762886
龙江西路口(昆澜街),龙江西路口(昆澜街),25.127101,102.75997
昆明瀑布公园,昆明瀑布公园,25.125968,102.762478
雨树上村,雨树上村,25.12678,102.758615
龙江西路中段,龙江西路中段,25.123438,102.755219
沣源路口(龙江西路),沣源路口(龙江西路),25.120604,102.752167
海源寺(西三环东),海源寺(西三环东),25.074431,102.640885
海源北路口(慧谷路),海源北路口(慧谷路),25.080135,102.643364
海屯路口(慧谷路),海屯路口(慧谷路),25.083056,102.643993
商汇路,商汇路,24.983215,102.706924
昆明玉器城(欣玉路),昆明玉器城(欣玉路),25.163524,102.746137
欣玉路口(财富街),欣玉路口(财富街),25.167357,102.746619
石关新村,石关新村,25.167218,102.744015
昆明玉器城,昆明玉器城,25.16362,102.743997
石关村路口,石关村路口,25.158911,102.742678
花渔沟北段,花渔沟北段,25.156033,102.744392
花渔沟中段,花渔沟中段,25.154432,102.744606
花渔沟南段,花渔沟南段,25.15004,102.743019
植物园,植物园,25.146385,102.742584
逸雅路口(华晨路),逸雅路口(华晨路),24.971437,102.709831
逸康路口(金湖路),逸康路口(金湖路),24.977314,102.705162
广福路口(前兴路),广福路口(前兴路),24.980049,102.705025
明河路下段,明河路下段,25.018633,102.66024
明河路中段,明河路中段,25.023104,102.661201
白龙路口(龙华路),白龙路口(龙华路),25.057335,102.746544
昙华路北段,昙华路北段,25.053013,102.747856
昙华路中段,昙华路中段,25.048819,102.747674
昙花寺(昙华路),昙花寺(昙华路),25.044926,102.74822
昙华路南段,昙华路南段,25.043477,102.747023
光明路西口,光明路西口,25.043043,102.749314
光明路,光明路,25.04408,102.750842
光明路东口,光明路东口,25.046645,102.75467
紫骏苑小区,紫骏苑小区,25.049336,102.755755
虹山南路,虹山南路,25.057104,102.688065
红星家园,红星家园,25.055038,102.682938
龙翔街,龙翔街,25.050399,102.693511
五华广场,五华广场,25.044582,102.706284
象眼街,象眼街,25.04076,102.711403
中苜蓿村,中苜蓿村,24.990747,102.736962
中苜蓿村口,中苜蓿村口,24.992747,102.736493
苜蓿路,苜蓿路,24.995534,102.736246
日新工业区,日新工业区,24.998542,102.735651
日新村中段,日新村中段,24.99829,102.732908
日新村(福德路),日新村(福德路),24.998667,102.729263
日新路口(福德路),日新路口(福德路),25.000319,102.72905
环湖东路口(湖滨路),环湖东路口(湖滨路),24.951172,102.692276
湖滨路,湖滨路,24.956221,102.686462
海埂村,海埂村,24.958624,102.678596
金柳西路口,金柳西路口,24.973881,102.662071
观景路中段,观景路中段,24.975664,102.65097
海埂大坝车场,海埂大坝车场,24.982674,102.650658
回龙村,回龙村,25.132682,102.771215
竹园村,竹园村,25.124835,102.769505
龙江西路口(农科北路),龙江西路口(农科北路),25.127739,102.758751
昆明铣床厂,昆明铣床厂,25.123707,102.751122
落索坡村中段,落索坡村中段,25.123668,102.748069
落索坡村口(临时站),落索坡村口(临时站),25.125603,102.745937
东寺街南口,东寺街南口,25.027353,102.709274
市总工会,市总工会,25.028004,102.711563
书林街南口,书林街南口,25.0251,102.711567
官庄村(前卫西路),官庄村(前卫西路),25.004583,102.701115
二村(前卫西路),二村(前卫西路),25.00079,102.698997
前旺路口(前福路),前旺路口(前福路),24.992405,102.699987
世纪半岛小区(河宏路),世纪半岛小区(河宏路),24.992458,102.691689
陆家路口(河宏路),陆家路口(河宏路),24.994648,102.686989
北教场立交桥,北教场立交桥,25.07513,102.696072
泰龙阁小区车场,泰龙阁小区车场,25.078746,102.694043
雨龙村(昆洛路),雨龙村(昆洛路),24.985964,102.767639
红外路西口,红外路西口,24.980903,102.771424
红外路,红外路,24.98276,102.773811
红外路东口,红外路东口,24.984661,102.776467
潘家湾(西安马路),潘家湾(西安马路),25.043147,102.696332
加州枫景小区,加州枫景小区,25.010851,102.672211
平桥村,平桥村,25.008169,102.669876
郑家河村,郑家河村,25.005716,102.666161
陆家村(西福路),陆家村(西福路),25.002136,102.661758
边防路口(西福路),边防路口(西福路),24.999453,102.659721
新河村口,新河村口,24.997499,102.658325
白水塘上村,白水塘上村,24.993659,102.845924
公家村,公家村,24.993394,102.840282
公家村口,公家村口,24.993607,102.83252
小石坝下段,小石坝下段,24.99477,102.829224
小石坝中段,小石坝中段,24.994301,102.824478
阿拉办事处,阿拉办事处,24.994926,102.822205
后新街口(巡津街),后新街口(巡津街),25.032635,102.716788
后新街,后新街,25.031206,102.713509
双龙乡,双龙乡,25.118559,102.855135
双龙农贸市场,双龙农贸市场,25.114449,102.852322
双龙乡政府,双龙乡政府,25.110156,102.849492
大凹子村东,大凹子村东,25.101775,102.836059
大凹子村西,大凹子村西,25.097856,102.832014
东大村,东大村,25.096544,102.83007
绿营地,绿营地,25.09697,102.828398
敬老院(金浑路),敬老院(金浑路),25.094657,102.823915
哈马者村,哈马者村,25.092192,102.805734
野生动物拯救中心,野生动物拯救中心,25.08862,102.802144
黄龙箐,黄龙箐,25.086545,102.798511
麦冲村,麦冲村,25.08737,102.793199
大箐,大箐,25.087487,102.783559
金水湾,金水湾,25.086623,102.779249
金殿大坝,金殿大坝,25.091319,102.770764
东寺街,东寺街,25.031619,102.708989
西寺塔,西寺塔,25.029262,102.709132
长润街,长润街,25.021164,102.73967
晓东村北,晓东村北,24.990621,102.762105
晓东村,晓东村,24.984058,102.761856
雨龙村(永中路),雨龙村(永中路),24.982742,102.763054
雨龙村口(永中路),雨龙村口(永中路),24.984617,102.765549
体育中心,体育中心,24.947292,102.769327
广福路口(商海路),广福路口(商海路),24.948086,102.781931
商英街口(商海路),商英街口(商海路),24.935587,102.78286
商城大道路口(商海路),商城大道路口(商海路),24.934813,102.780373
螺蛳湾公交枢纽站(怡安路),螺蛳湾公交枢纽站(怡安路),24.929983,102.778236
溪麓南郡小区,溪麓南郡小区,25.10464,102.77737
秧田坝,秧田坝,25.098806,102.770464
华苑路口,华苑路口,25.04055,102.64563
大都购物中心(珥季路),大都购物中心(珥季路),24.970095,102.766506
珥季路中段,珥季路中段,24.96759,102.76297
如意西路口(珥季路),如意西路口(珥季路),24.964207,102.758385
世纪大澡堂,世纪大澡堂,24.96089,102.753952
火电公司,火电公司,25.001549,102.81076
昆船培训中心,昆船培训中心,25.000056,102.814284
大石坝村,大石坝村,24.999197,102.815308
大石坝西,大石坝西,24.99569,102.813385
长村,长村,24.992548,102.8075
刘家营(立夏路),刘家营(立夏路),25.027422,102.694168
刘家营新区,刘家营新区,25.025477,102.692852
永兴路口(华昌路),永兴路口(华昌路),25.020421,102.7049
小菜园立交桥东,小菜园立交桥东,25.058125,102.712613
羊肠村地铁站(红园路),羊肠村地铁站(红园路),25.101645,102.74086
盘江西路口(红园路),盘江西路口(红园路),25.102361,102.738299
蒜村(青松路),蒜村(青松路),25.129427,102.738747
青松路,青松路,25.132587,102.739349
青松路中段,青松路中段,25.137287,102.738739
白杨路口(青松路),白杨路口(青松路),25.142105,102.738762
茨坝正街路口,茨坝正街路口,25.144367,102.739166
欣玉路,欣玉路,25.163555,102.746132
金牛小区南门,金牛小区南门,25.009952,102.692817
省高院南口,省高院南口,24.998751,102.683762
周家村,周家村,24.997423,102.682045
双凤路口(广福路),双凤路口(广福路),24.977266,102.724162
广福路口(金源大道),广福路口(金源大道),24.964331,102.744614
师大金源学校,师大金源学校,24.963015,102.749901
世纪城(如意环路),世纪城(如意环路),24.964197,102.752151
咏春苑,咏春苑,24.967079,102.755333
惜春苑,惜春苑,24.971111,102.758453
迎春苑,迎春苑,24.972523,102.761299
茗春苑,茗春苑,24.975182,102.759544
金源购物中心,金源购物中心,24.976534,102.76297
世纪城车场,世纪城车场,24.978115,102.765999
吴井新村(吴井路),吴井新村(吴井路),25.026788,102.726684
螺蛳湾三期(商城大道),螺蛳湾三期(商城大道),24.944032,102.782821
螺蛳湾二期(商城大道),螺蛳湾二期(商城大道),24.94191,102.779609
航天城,航天城,24.982477,102.821976
耀兴枫丹白露公园(贵昆路),耀兴枫丹白露公园(贵昆路),24.988476,102.812492
中北集团,中北集团,24.999353,102.678276
螺蛳湾二期车场,螺蛳湾二期车场,24.946215,102.777609
西园路口(丹霞路),西园路口(丹霞路),25.036706,102.677747
学府路口(教场中路),学府路口(教场中路),25.064162,102.698077
北市区车场(霖雨路),北市区车场(霖雨路),25.097166,102.727592
